,ABN,Name,Main activity,Full time staff,Part time staff,Volunteers,Year,Casual staff,Total revenue,Total gross income,Employee expenses,All other expenses,Total expenses,Net surplus deficit,type,cat1_1,formed_combined2
1626,60103887670,Coeliac Australia Limited,Other health service delivery,0,0,43,2016,0.0,1046052.0,1046052.0,0.0,1071882.0,1071882.0,-25830.0,Citizen group,disabled and health advocacy,1980.0
1627,60103887670,Coeliac Australia Limited,Other health service delivery,0,0,43,2017,0.0,1039842.0,1039842.0,0.0,852862.0,1083684.0,-43842.0,Citizen group,disabled and health advocacy,1980.0
1628,60103887670,Coeliac Australia Limited,Other health service delivery,0,0,45,2018,0.0,241461.0,241461.0,0.0,169805.0,169805.0,71656.0,Citizen group,disabled and health advocacy,1980.0
1629,60103887670,Coeliac Australia Limited,Other health service delivery,7,14,140,2019,2.0,1540382.0,1540382.0,385421.0,1457256.0,1888131.0,-347749.0,Citizen group,disabled and health advocacy,1980.0
1630,60105227987,Dairy Australia Limited,Other activity,85,30,0,2013,,,,,,,,Business association,business organization,2003.0
1631,60105227987,Dairy Australia Limited,Other activity,88,31,0,2014,0.0,57398000.0,57785000.0,14761000.0,47061000.0,61822000.0,-4037000.0,Business association,business organization,2003.0
1632,60105227987,Dairy Australia Limited,Research,94,26,0,2015,2.0,60517000.0,61083000.0,16879000.0,44888000.0,61767000.0,-684000.0,Business association,business organization,2003.0
1633,60105227987,Dairy Australia Limited,Research,105,48,0,2016,2.0,62777000.0,63369000.0,15892000.0,50530000.0,66422000.0,-3053000.0,Business association,business organization,2003.0
1634,60105227987,Dairy Australia Limited,Research,98,42,0,2017,1.0,61246000.0,61246000.0,14904000.0,46716000.0,61620000.0,-374000.0,Business association,business organization,2003.0
1635,60105227987,Dairy Australia Limited,Research,105,39,0,2018,13.0,60407000.0,60407000.0,13788000.0,42893000.0,56681000.0,3726000.0,Business association,business organization,2003.0
1636,60105227987,Dairy Australia Limited,Research,107,50,0,2019,17.0,55013000.0,55013000.0,14660000.0,44129000.0,58789000.0,-3776000.0,Business association,business organization,2003.0
1637,60466289835,Australian Addisons Diseaseassociation Incorporated,Other health service delivery,0,0,20,2013,,,,,,,,Service Group,disabled and health advocacy,1995.0
1638,60466289835,Australian Addisons Diseaseassociation Incorporated,Other health service delivery,0,0,25,2014,0.0,0.0,15257.0,0.0,15559.0,24215.0,-8958.0,Service Group,disabled and health advocacy,1995.0
1639,60466289835,Australian Addisons Diseaseassociation Incorporated,Other health service delivery,0,0,30,2015,0.0,0.0,12168.0,0.0,11740.0,11740.0,429.0,Service Group,disabled and health advocacy,1995.0
1640,60466289835,Australian Addisons Diseaseassociation Incorporated,Other health service delivery,0,0,10,2016,0.0,0.0,10333.0,0.0,11377.0,11377.0,-1044.0,Service Group,disabled and health advocacy,1995.0
1641,60466289835,Australian Addisons Diseaseassociation Incorporated,Other education,0,0,16,2017,0.0,9952.0,10122.0,0.0,9050.0,11050.0,-928.0,Service Group,disabled and health advocacy,1995.0
1642,60466289835,Australian Addisons Diseaseassociation Incorporated,Civic and advocacy activities,0,0,16,2018,0.0,20993.0,20993.0,0.0,12148.0,12148.0,8845.0,Service Group,disabled and health advocacy,1995.0
1643,60466289835,Australian Addisons Diseaseassociation Incorporated,Civic and advocacy activities,0,0,21,2019,0.0,16483.0,16483.0,0.0,12400.0,12400.0,4083.0,Service Group,disabled and health advocacy,1995.0
1644,61000533791,Epilepsy Action Australia,Other health service delivery,31,229,1,2013,,,,,,,,Hybrid group,disabled and health advocacy,1952.0
1645,61000533791,Epilepsy Action Australia,Other health service delivery,27,15,6,2014,20.0,6360100.0,6383465.0,3495917.0,2898567.0,6394484.0,-11019.0,Hybrid group,disabled and health advocacy,1952.0
1646,61000533791,Epilepsy Action Australia,Other health service delivery,13,8,2,2015,0.0,5749967.0,5751587.0,3264958.0,2600277.0,5865235.0,-113648.0,Hybrid group,disabled and health advocacy,1952.0
1647,61000533791,Epilepsy Action Australia,Other health service delivery,19,9,2,2016,3.0,5236292.0,5236292.0,2061886.0,2718694.0,4780580.0,455712.0,Hybrid group,disabled and health advocacy,1952.0
1648,61000533791,Epilepsy Action Australia,Other health service delivery,11,6,2,2017,3.0,4152627.0,4152627.0,1614747.0,2562339.0,4177086.0,-24459.0,Hybrid group,disabled and health advocacy,1952.0
1649,61000533791,Epilepsy Action Australia,Other health service delivery,12,6,5,2018,4.0,3953323.0,3953323.0,1679505.0,2586897.0,4271802.0,-318479.0,Hybrid group,disabled and health advocacy,1952.0
1650,61000533791,Epilepsy Action Australia,Other health service delivery,11,8,6,2019,4.0,3597459.0,3597459.0,1891208.0,1964198.0,3876124.0,-278665.0,Hybrid group,disabled and health advocacy,1952.0
1651,61008591704,The Australian Federation Of Totally And Permanently Incapacitated Ex Service Men And Women Limited,Social services,0,0,16,2013,,,,,,,,Professional group,occupational association,1986.0
1652,61008591704,The Australian Federation Of Totally And Permanently Incapacitated Ex Service Men And Women Limited,Social services,0,0,30,2014,0.0,0.0,53871.0,0.0,62138.0,62138.0,-8267.0,Professional group,occupational association,1986.0
1653,61008591704,The Australian Federation Of Totally And Permanently Incapacitated Ex Service Men And Women Limited,Social services,0,0,20,2015,0.0,0.0,38010.0,0.0,20000.0,29010.0,9000.0,Professional group,occupational association,1986.0
1654,61008591704,The Australian Federation Of Totally And Permanently Incapacitated Ex Service Men And Women Limited,Social services,0,0,30,2016,14.0,0.0,66009.0,5000.0,24000.0,38009.0,28000.0,Professional group,occupational association,1986.0
1655,61008591704,The Australian Federation Of Totally And Permanently Incapacitated Ex Service Men And Women Limited,Advocacy and civic activities,0,0,15,2017,0.0,48254.0,48254.0,0.0,49269.0,49269.0,-1015.0,Professional group,occupational association,1986.0
1656,61008591704,The Australian Federation Of Totally And Permanently Incapacitated Ex Service Men And Women Limited,Civic and advocacy activities,0,0,15,2018,0.0,42350.0,42350.0,0.0,44591.0,44591.0,-2241.0,Professional group,occupational association,1986.0
1657,61008591704,The Australian Federation Of Totally And Permanently Incapacitated Ex Service Men And Women Limited,Civic and advocacy activities,0,0,15,2019,0.0,43677.0,43677.0,19842.0,32987.0,52829.0,-9152.0,Professional group,occupational association,1986.0
1658,61058044634,National Asthma Council Australia Ltd,Other health service delivery,8,2,83,2013,,,,,,,,Citizen group,disabled and health advocacy,1990.0
1659,61058044634,National Asthma Council Australia Ltd,Other health service delivery,8,2,76,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Citizen group,disabled and health advocacy,1990.0
1660,61058044634,National Asthma Council Australia Ltd,Other health service delivery,8,2,85,2015,1.0,2370044.0,2398202.0,793303.0,1356866.0,2182669.0,215533.0,Citizen group,disabled and health advocacy,1990.0
1661,61058044634,National Asthma Council Australia Ltd,Other health service delivery,8,2,85,2016,1.0,2399958.0,2413913.0,843422.0,1316183.0,2193514.0,220399.0,Citizen group,disabled and health advocacy,1990.0
1662,61058044634,National Asthma Council Australia Ltd,Other health service delivery,6,4,45,2017,1.0,2553914.0,2553914.0,902043.0,1310246.0,2243789.0,310125.0,Citizen group,disabled and health advocacy,1990.0
1663,61058044634,National Asthma Council Australia Ltd,Other health service delivery,7,4,50,2018,1.0,2565200.0,2565200.0,1044015.0,1145786.0,2221609.0,343591.0,Citizen group,disabled and health advocacy,1990.0
1664,61058044634,National Asthma Council Australia Ltd,Other health service delivery,9,4,55,2019,0.0,2369957.0,2369957.0,1077690.0,1150660.0,2259850.0,110107.0,Citizen group,disabled and health advocacy,1990.0
1672,62006245996,Irabina Autism Services,Other activity,18,21,0,2013,,,,,,,,Service Group,disabled and health advocacy,1970.0
1673,62006245996,Irabina Autism Services,Other activity,17,20,6,2014,2.0,2449168.0,2485537.0,1993168.0,537867.0,2531035.0,-45498.0,Service Group,disabled and health advocacy,1970.0
1674,62006245996,Irabina Autism Services,Other health service delivery,18,19,5,2015,3.0,2933621.0,2958341.0,2445921.0,641596.0,3087517.0,-129176.0,Service Group,disabled and health advocacy,1970.0
1675,62006245996,Irabina Autism Services,Other health service delivery,18,19,5,2016,1.0,3151732.0,3175620.0,2606894.0,753841.0,3360735.0,-185115.0,Service Group,disabled and health advocacy,1970.0
1676,62006245996,Irabina Autism Services,Other health service delivery,16,24,10,2017,5.0,3322869.0,3322869.0,2737247.0,743590.0,3480837.0,-157968.0,Service Group,disabled and health advocacy,1970.0
1677,62006245996,Irabina Autism Services,Other health service delivery,39,36,20,2018,18.0,4004453.0,4004453.0,3601903.0,848309.0,4450212.0,-445759.0,Service Group,disabled and health advocacy,1970.0
1678,62006245996,Irabina Autism Services,Other health service delivery,67,33,20,2019,30.0,7142980.0,7142980.0,5605742.0,1457918.0,7063660.0,79320.0,Service Group,disabled and health advocacy,1970.0
1679,62090880872,Zionist Federation Of Australia Limited,Other education,12,6,30,2013,,,,,,,,Citizen group,identity groups,1927.0
1680,62090880872,Zionist Federation Of Australia Limited,Other education,15,5,30,2014,0.0,3162106.0,3162106.0,1536707.0,1402050.0,3163257.0,-1151.0,Citizen group,identity groups,1927.0
1681,62090880872,Zionist Federation Of Australia Limited,Other education,19,8,12,2015,1.0,3299139.0,3366071.0,1528823.0,1489968.0,3277791.0,88280.0,Citizen group,identity groups,1927.0
1682,62090880872,Zionist Federation Of Australia Limited,Other education,17,9,0,2016,3.0,3506196.0,3524308.0,1704845.0,1576076.0,3522921.0,1387.0,Citizen group,identity groups,1927.0
1683,62090880872,Zionist Federation Of Australia Limited,Other education,13,11,0,2017,3.0,2922732.0,2945035.0,1374568.0,1504797.0,3029365.0,-84330.0,Citizen group,identity groups,1927.0
1684,62090880872,Zionist Federation Of Australia Limited,Other education,10,9,0,2018,2.0,2983720.0,2983720.0,1016092.0,2007395.0,3173487.0,-189767.0,Citizen group,identity groups,1927.0
1685,62090880872,Zionist Federation Of Australia Limited,Other education,9,8,11,2019,1.0,3028083.0,3028083.0,971387.0,1642215.0,2788602.0,239481.0,Citizen group,identity groups,1927.0
1686,62569195128,Coalition On Alcohol And Drug Education Incorporated (Coade Inc.),Other education,1,2,6,2013,,,,,,,,Citizen group,disabled and health advocacy,1842.0
1687,62569195128,Coalition On Alcohol And Drug Education Incorporated (Coade Inc.),Other education,1,1,6,2014,3.0,355714.0,356634.0,145049.0,109718.0,254767.0,101867.0,Citizen group,disabled and health advocacy,1842.0
1688,62569195128,Coalition On Alcohol And Drug Education Incorporated (Coade Inc.),Other education,1,1,3,2015,3.0,0.0,249792.0,196322.0,116862.0,313184.0,-63392.0,Citizen group,disabled and health advocacy,1842.0
1689,62569195128,Coalition On Alcohol And Drug Education Incorporated (Coade Inc.),Other education,0,3,7,2016,0.0,0.0,242637.0,162363.0,94027.0,256390.0,-13753.0,Citizen group,disabled and health advocacy,1842.0
1690,62569195128,Coalition On Alcohol And Drug Education Incorporated (Coade Inc.),Other health service delivery,1,0,7,2017,0.0,161403.0,196520.0,85923.0,82482.0,168458.0,28062.0,Citizen group,disabled and health advocacy,1842.0
1691,62569195128,Coalition On Alcohol And Drug Education Incorporated (Coade Inc.),Other education,1,0,12,2018,0.0,146465.0,146465.0,116780.0,81392.0,448280.0,-301815.0,Citizen group,disabled and health advocacy,1842.0
1692,62569195128,Coalition On Alcohol And Drug Education Incorporated (Coade Inc.),Other education,1,0,6,2019,0.0,120184.0,120184.0,109733.0,88087.0,208588.0,-88404.0,Citizen group,disabled and health advocacy,1842.0
1693,63008488097,The Returned & Services League Of Australia Limited,Other activity,5,2,21,2013,,,,,,,,Citizen group,defence,1916.0
1694,63008488097,The Returned & Services League Of Australia Limited,Other activity,5,3,30,2014,0.0,347423.0,1599487.0,642310.0,603958.0,1246268.0,353219.0,Citizen group,defence,1916.0
1695,63008488097,The Returned & Services League Of Australia Limited,Other philanthropic intermediaries and voluntarism promotion,5,3,20,2015,0.0,1766434.0,11445252.0,755782.0,5169354.0,5925136.0,5520116.0,Citizen group,defence,1916.0
1696,63008488097,The Returned & Services League Of Australia Limited,Other philanthropic intermediaries and voluntarism promotion,6,3,0,2016,0.0,1700015.0,1921041.0,785793.0,1172286.0,1966002.0,-44961.0,Citizen group,defence,1916.0
1697,63008488097,The Returned & Services League Of Australia Limited,Civic and advocacy activities,4,1,35,2017,0.0,1773784.0,1867889.0,602113.0,965597.0,1802138.0,65751.0,Citizen group,defence,1916.0
1698,63008488097,The Returned & Services League Of Australia Limited,Civic and advocacy activities,3,2,8,2018,0.0,1249076.0,1249076.0,617476.0,899158.0,1516634.0,-267558.0,Citizen group,defence,1916.0
1699,63008488097,The Returned & Services League Of Australia Limited,Civic and advocacy activities,2,3,9,2019,0.0,258903.0,258903.0,761683.0,748931.0,1510614.0,-1251711.0,Citizen group,defence,1916.0
1700,63020415510,The Institution of Engineers Australia,Other activity,135,65,4500,2013,,,,,,,,Professional group,occupational association,1919.0
1701,63020415510,The Institution of Engineers Australia,Other activity,161,71,1001,2014,20.0,36714000.0,43650000.0,19533000.0,22468000.0,42001000.0,1649000.0,Professional group,occupational association,1919.0
1702,63020415510,The Institution of Engineers Australia,Civic and advocacy activities,149,74,4000,2015,12.0,38523000.0,45809000.0,21356000.0,26229000.0,47585000.0,-1776000.0,Professional group,occupational association,1919.0
1703,63020415510,The Institution of Engineers Australia,Advocacy and civic activities,156,61,4000,2016,22.0,38026000.0,41640000.0,20808000.0,21472000.0,42280000.0,-640000.0,Professional group,occupational association,1919.0
1704,63020415510,The Institution of Engineers Australia,Advocacy and civic activities,180,63,2200,2017,22.0,51916000.0,52187000.0,22776000.0,22581000.0,45357000.0,6830000.0,Professional group,occupational association,1919.0
1705,63020415510,The Institution of Engineers Australia,Civic and advocacy activities,196,64,4000,2018,31.0,62113000.0,62113000.0,27072000.0,30785000.0,57857000.0,4256000.0,Professional group,occupational association,1919.0
1706,63020415510,The Institution of Engineers Australia,Civic and advocacy activities,200,50,2000,2019,32.0,54035000.0,54797000.0,28077000.0,26687000.0,54764000.0,33000.0,Professional group,occupational association,1919.0
1707,63172671561,Cicada Australia Incorporated,Social services,0,0,20,2013,,,,,,,,Hybrid group,disabled and health advocacy,1985.0
1708,63172671561,Cicada Australia Incorporated,Social services,0,0,30,2014,0.0,0.0,19660.0,0.0,19405.0,21616.0,6905.0,Hybrid group,disabled and health advocacy,1985.0
1709,63172671561,Cicada Australia Incorporated,Social services,0,0,50,2015,0.0,0.0,29585.0,0.0,15913.0,15913.0,13672.0,Hybrid group,disabled and health advocacy,1985.0
1710,63172671561,Cicada Australia Incorporated,Other health service delivery,0,0,30,2016,0.0,0.0,29573.0,0.0,18208.0,18208.0,11365.0,Hybrid group,disabled and health advocacy,1985.0
1711,63172671561,Cicada Australia Incorporated,Other health service delivery,0,0,30,2017,0.0,14375.0,55120.0,0.0,65353.0,65353.0,-10233.0,Hybrid group,disabled and health advocacy,1985.0
1712,63172671561,Cicada Australia Incorporated,Civic and advocacy activities,0,0,30,2018,0.0,10759.0,11967.0,0.0,28660.0,28660.0,-16693.0,Hybrid group,disabled and health advocacy,1985.0
1713,63172671561,Cicada Australia Incorporated,Civic and advocacy activities,0,0,30,2019,0.0,11579.0,12276.0,0.0,17086.0,17086.0,-4810.0,Hybrid group,disabled and health advocacy,1985.0
1714,63563020918,Fatherhood Foundation Incorporated,Other education,0,0,75,2013,,,,,,,,Hybrid group,age,2002.0
1715,63563020918,Fatherhood Foundation Incorporated,Social services,0,0,6,2014,0.0,0.0,119100.0,0.0,110193.0,119590.0,-489.0,Hybrid group,age,2002.0
1716,63563020918,Fatherhood Foundation Incorporated,Social services,0,0,30,2015,0.0,0.0,136509.0,0.0,113613.0,127204.0,9305.0,Hybrid group,age,2002.0
1717,63563020918,Fatherhood Foundation Incorporated,Social services,0,0,25,2016,0.0,0.0,134514.0,0.0,97094.0,111414.0,23100.0,Hybrid group,age,2002.0
1718,63563020918,Fatherhood Foundation Incorporated,Social services,0,0,25,2017,0.0,143622.0,144026.0,0.0,117487.0,120197.0,23829.0,Hybrid group,age,2002.0
1719,63563020918,Fatherhood Foundation Incorporated,Social services,0,0,25,2018,0.0,136478.0,136478.0,0.0,185140.0,192996.0,-56518.0,Hybrid group,age,2002.0
1720,63563020918,Fatherhood Foundation Incorporated,Social services,0,0,30,2019,0.0,123514.0,123558.0,0.0,115664.0,126531.0,-2973.0,Hybrid group,age,2002.0
1725,64051369496,ANZ Breast Cancer Trials Group Limited,Other health service delivery,45,11,0,2013,,,,,,,,Service Group,disabled and health advocacy,
1726,64051369496,ANZ Breast Cancer Trials Group Limited,Other health service delivery,0,0,301,2014,0.0,10445676.0,10472941.0,0.0,8299993.0,8299993.0,2172948.0,Service Group,disabled and health advocacy,
1727,64051369496,ANZ Breast Cancer Trials Group Limited,Other health service delivery,29,19,0,2015,0.0,10948928.0,10948928.0,4013038.0,5880590.0,9893628.0,1055300.0,Service Group,disabled and health advocacy,
1728,64051369496,ANZ Breast Cancer Trials Group Limited,Research,26,17,60,2016,0.0,10835848.0,10835848.0,4013038.0,5750010.0,9780548.0,1055300.0,Service Group,disabled and health advocacy,
1729,64051369496,ANZ Breast Cancer Trials Group Limited,Research,29,17,60,2017,1.0,14144765.0,14188332.0,3826481.0,8951618.0,13075067.0,1113265.0,Service Group,disabled and health advocacy,
1730,64051369496,ANZ Breast Cancer Trials Group Limited,Research,26,16,60,2018,1.0,13188838.0,13188838.0,4004584.0,7888043.0,11892627.0,1296211.0,Service Group,disabled and health advocacy,
1731,64051369496,ANZ Breast Cancer Trials Group Limited,Research,27,17,60,2019,0.0,11923000.0,11923000.0,4197000.0,10331000.0,14528000.0,-2605000.0,Service Group,disabled and health advocacy,
1732,64071142768,AUSTRALIAN COLLEGE OF PERIOPERATIVE  NURSES LTD,Other education,0,1,15,2013,,,,,,,,Professional group,occupational association,1978.0
1733,64071142768,AUSTRALIAN COLLEGE OF PERIOPERATIVE  NURSES LTD,Other education,0,2,30,2014,0.0,1693815.0,1693815.0,98941.0,1354850.0,1453791.0,240024.0,Professional group,occupational association,1978.0
1734,64071142768,AUSTRALIAN COLLEGE OF PERIOPERATIVE  NURSES LTD,Other education,0,5,30,2015,0.0,383255.0,383255.0,124020.0,327881.0,481588.0,-98333.0,Professional group,occupational association,1978.0
1735,64071142768,AUSTRALIAN COLLEGE OF PERIOPERATIVE  NURSES LTD,Other health service delivery,0,3,75,2016,2.0,1779877.0,1839492.0,224208.0,1459875.0,1808212.0,31280.0,Professional group,occupational association,1978.0
1736,64071142768,AUSTRALIAN COLLEGE OF PERIOPERATIVE  NURSES LTD,Other health service delivery,0,4,68,2017,0.0,598053.0,598053.0,271391.0,424947.0,720334.0,-122281.0,Professional group,occupational association,1978.0
1737,64071142768,AUSTRALIAN COLLEGE OF PERIOPERATIVE  NURSES LTD,Other health service delivery,1,3,68,2018,1.0,2340096.0,2343840.0,436893.0,1462947.0,1918681.0,425159.0,Professional group,occupational association,1978.0
1738,64071142768,AUSTRALIAN COLLEGE OF PERIOPERATIVE  NURSES LTD,Other health service delivery,2,4,70,2019,0.0,793645.0,824106.0,580484.0,596342.0,1198227.0,-374121.0,Professional group,occupational association,1978.0
1742,64571062301,Disabled Wintersports Australia Incorporated,Sports,3,4,200,2013,,,,,,,,Leisure group,disabled and health advocacy,1978.0
1743,64571062301,Disabled Wintersports Australia Incorporated,Sports,2,4,301,2014,0.0,715549.0,715549.0,222215.0,457350.0,679565.0,35984.0,Leisure group,disabled and health advocacy,1978.0
1744,64571062301,Disabled Wintersports Australia Incorporated,Sports,2,5,200,2015,0.0,715549.0,715549.0,222215.0,457350.0,679565.0,35984.0,Leisure group,disabled and health advocacy,1978.0
1745,64571062301,Disabled Wintersports Australia Incorporated,Sports,2,6,250,2016,0.0,626682.0,626682.0,212122.0,451193.0,663315.0,-36633.0,Leisure group,disabled and health advocacy,1978.0
1746,64571062301,Disabled Wintersports Australia Incorporated,Sports,1,10,225,2017,0.0,599124.0,599124.0,335094.0,314528.0,649622.0,-50498.0,Leisure group,disabled and health advocacy,1978.0
1747,64571062301,Disabled Wintersports Australia Incorporated,Sports,8,4,360,2018,0.0,779855.0,779855.0,346777.0,437851.0,784628.0,-4773.0,Leisure group,disabled and health advocacy,1978.0
1748,64571062301,Disabled Wintersports Australia Incorporated,Sports,10,4,379,2019,0.0,963301.0,963301.0,444814.0,458032.0,902846.0,60455.0,Leisure group,disabled and health advocacy,1978.0
1749,64612603447,Friends Of The National Library Of Australia Incorporated,Culture and arts,0,1,0,2013,,,,,,,,Leisure group,arts and cultural,1990.0
1750,64612603447,Friends Of The National Library Of Australia Incorporated,Culture and arts,0,2,6,2014,0.0,0.0,84259.0,31084.0,44377.0,92156.0,-7897.0,Leisure group,arts and cultural,1990.0
1751,64612603447,Friends Of The National Library Of Australia Incorporated,Culture and arts,0,2,9,2015,0.0,0.0,91814.0,30705.0,76020.0,126354.0,-34540.0,Leisure group,arts and cultural,1990.0
1752,64612603447,Friends Of The National Library Of Australia Incorporated,Culture and arts,0,1,11,2016,1.0,0.0,92057.0,28445.0,48665.0,99276.0,-7219.0,Leisure group,arts and cultural,1990.0
1753,64612603447,Friends Of The National Library Of Australia Incorporated,Culture and arts,0,1,12,2017,0.0,81651.0,81651.0,29227.0,27701.0,86995.0,-5344.0,Leisure group,arts and cultural,1990.0
1754,64612603447,Friends Of The National Library Of Australia Incorporated,Culture and arts,0,0,10,2018,1.0,98496.0,98496.0,32661.0,37121.0,79782.0,18714.0,Leisure group,arts and cultural,1990.0
1755,64612603447,Friends Of The National Library Of Australia Incorporated,Culture and arts,0,0,11,2019,1.0,101259.0,101259.0,29597.0,33628.0,92480.0,8779.0,Leisure group,arts and cultural,1990.0
1756,64740345188,The Australian Ballet Society Inc,Culture and arts,1,7,40,2013,,,,,,,,Leisure group,arts and cultural,1966.0
1757,64740345188,The Australian Ballet Society Inc,Culture and arts,0,1,6,2014,0.0,26274.0,26274.0,0.0,0.0,60000.0,33726.0,Leisure group,arts and cultural,1966.0
1758,64740345188,The Australian Ballet Society Inc,Culture and arts,0,2,20,2015,0.0,518543.0,518543.0,244500.0,142925.0,507425.0,11118.0,Leisure group,arts and cultural,1966.0
1759,64740345188,The Australian Ballet Society Inc,Culture and arts,1,2,40,2016,8.0,492217.0,492217.0,237151.0,442748.0,755499.0,-263282.0,Leisure group,arts and cultural,1966.0
1760,64740345188,The Australian Ballet Society Inc,Culture and arts,1,2,30,2017,8.0,500402.0,500402.0,234176.0,210982.0,493613.0,6789.0,Leisure group,arts and cultural,1966.0
1761,64740345188,The Australian Ballet Society Inc,Culture and arts,1,2,30,2018,9.0,651856.0,651856.0,266386.0,324065.0,592961.0,58895.0,Leisure group,arts and cultural,1966.0
1762,64740345188,The Australian Ballet Society Inc,Culture and arts,1,1,25,2019,1.0,514252.0,514252.0,159309.0,340270.0,499579.0,14673.0,Leisure group,arts and cultural,1966.0
1768,65008656522,Australian Diabetes Educators' Association Limited,Other education,11,1,32,2013,,,,,,,,Professional group,occupational association,1981.0
1769,65008656522,Australian Diabetes Educators' Association Limited,Other education,8,3,30,2014,0.0,1670243.0,1762911.0,630128.0,1135248.0,1765376.0,-2465.0,Professional group,occupational association,1981.0
1770,65008656522,Australian Diabetes Educators' Association Limited,Other education,6,4,1,2015,2.0,1846693.0,1951212.0,678616.0,1188181.0,1866797.0,84415.0,Professional group,occupational association,1981.0
1771,65008656522,Australian Diabetes Educators' Association Limited,Other education,6,4,29,2016,2.0,2248597.0,2248597.0,634011.0,1513674.0,2147685.0,100912.0,Professional group,occupational association,1981.0
1772,65008656522,Australian Diabetes Educators' Association Limited,Other education,6,5,30,2017,1.0,1892939.0,2002357.0,688474.0,1221193.0,2109667.0,-107310.0,Professional group,occupational association,1981.0
1773,65008656522,Australian Diabetes Educators' Association Limited,Other education,6,6,40,2018,1.0,1949249.0,2046139.0,639889.0,1101653.0,1809472.0,236667.0,Professional group,occupational association,1981.0
1774,65008656522,Australian Diabetes Educators' Association Limited,Other health service delivery,7,10,127,2019,5.0,2385920.0,2385920.0,1276725.0,912267.0,2317819.0,68101.0,Professional group,occupational association,1981.0
1775,65016845767,Animals Australia Federation,Animal protection,22,2,15,2013,,,,,,,,Citizen group,public interest,1980.0
1776,65016845767,Animals Australia Federation,Animal protection,20,2,30,2014,0.0,6122331.0,6329903.0,1502158.0,3569726.0,5203490.0,1126413.0,Citizen group,public interest,1980.0
1777,65016845767,Animals Australia Federation,Animal protection,22,3,100,2015,0.0,7055459.0,7055459.0,1621461.0,4364943.0,5986404.0,1069055.0,Citizen group,public interest,1980.0
1778,65016845767,Animals Australia Federation,Animal protection,26,2,100,2016,0.0,8537858.0,8826750.0,1868525.0,4371282.0,6239807.0,2586943.0,Citizen group,public interest,1980.0
1779,65016845767,Animals Australia Federation,Animal protection,31,5,50,2017,0.0,7886115.0,7886115.0,2292961.0,3581505.0,6088229.0,1797886.0,Citizen group,public interest,1980.0
1780,65016845767,Animals Australia Federation,Animal protection,35,4,35,2018,0.0,9313146.0,9313146.0,3167516.0,6122371.0,9664767.0,-351621.0,Citizen group,public interest,1980.0
1781,65016845767,Animals Australia Federation,Animal protection,29,5,10,2019,0.0,13922917.0,13922917.0,2605000.0,5248772.0,8280482.0,5642435.0,Citizen group,public interest,1980.0
1782,65070261871,Aged & Community Services Australia Incorporated,Aged care activities,8,1,0,2013,,,,,,,,Citizen group,social welfare and poor,1975.0
1783,65070261871,Aged & Community Services Australia Incorporated,Aged care activities,8,1,0,2014,0.0,2018824.0,2050349.0,1187711.0,784373.0,1972084.0,78265.0,Citizen group,social welfare and poor,1975.0
1784,65070261871,Aged & Community Services Australia Incorporated,Aged care activities,6,4,0,2015,0.0,2503478.0,2513046.0,1321826.0,683196.0,2265268.0,247778.0,Citizen group,social welfare and poor,1975.0
1785,65070261871,Aged & Community Services Australia Incorporated,Aged care activities,6,4,0,2016,0.0,2299877.0,2302082.0,1391001.0,1204490.0,2595491.0,-293409.0,Citizen group,social welfare and poor,1975.0
1786,65070261871,Aged & Community Services Australia Incorporated,Aged care activities,3,1,0,2017,0.0,2309086.0,2321805.0,1030449.0,1119621.0,2150070.0,171735.0,Citizen group,social welfare and poor,1975.0
1787,65070261871,Aged & Community Services Australia Incorporated,Aged care activities,3,1,0,2018,0.0,75304.0,75304.0,0.0,143669.0,143669.0,-68365.0,Citizen group,social welfare and poor,1975.0
1788,65070261871,Aged & Community Services Australia Incorporated,Aged care activities,0,0,0,2019,0.0,28865.0,-561135.0,0.0,8296.0,8296.0,-569431.0,Citizen group,social welfare and poor,1975.0
1789,65104710787,Redkite,Other activity,52,18,30,2013,,,,,,,,Service Group,disabled and health advocacy,1983.0
1790,65104710787,Redkite,Other activity,39,29,751,2014,0.0,11050382.0,11632914.0,3307537.0,1428047.0,11564675.0,68239.0,Service Group,disabled and health advocacy,1983.0
1791,65104710787,Redkite,Other health service delivery,51,23,697,2015,1.0,11470693.0,11938010.0,3225060.0,1405728.0,12110866.0,-172856.0,Service Group,disabled and health advocacy,1983.0
1792,65104710787,Redkite,Other health service delivery,55,22,1820,2016,0.0,11822818.0,12419317.0,3313250.0,1414361.0,12368585.0,50732.0,Service Group,disabled and health advocacy,1983.0
1793,65104710787,Redkite,Other health service delivery,72,7,1300,2017,2.0,12399764.0,12399764.0,3603385.0,1459684.0,12360437.0,39327.0,Service Group,disabled and health advocacy,1983.0
1794,65104710787,Redkite,Income support and maintenance,37,33,596,2018,1.0,12807285.0,12807285.0,3725729.0,1114693.0,12939308.0,-132023.0,Service Group,disabled and health advocacy,1983.0
1795,65104710787,Redkite,Income support and maintenance,40,28,541,2019,2.0,13906544.0,13906544.0,3073020.0,2416647.0,13631897.0,274647.0,Service Group,disabled and health advocacy,1983.0
1796,65962251319,Child And Family Welfare Association Of Australia Incorporated,,0,0,0,2013,,,,,,,,Citizen group,age,
