uniqid,name,type,staff_com,formed_combined2,stat2,isic1_1,cat1_1
115,Australia Africa Business Council,Business association,0,1990,NSW,other service activities,business organization
1595,Stockbrokers Association of Australia,Business association,,,NSW,financial and insurance activities,business organization
1328,National Electrical and Communications Association,Business association,78,1992,NSW,construction,business organization
1021,Federation of Automotive Products Manufacturers,Business association,3,1958,VIC,manufacturing,business organization
674,Australian Superfine Wool Growers Association Inc,Business association,0.5,1971,VIC,agriculture forestry and fishing,business organization
799,Business Events Council of Australia,Business association,7,1994,NSW,administrative and support service activities,business organization
1232,Live Performance Australia,Business association,10,1917,VIC,arts entertainmnent and recreation,business organization
260,Australian Commercial Galleries Association Inc,Business association,0.5,1976,VIC,arts entertainmnent and recreation,business organization
916,Council of Small Business Organisations of Australia,Business association,1,1978,ACT,other service activities,business organization
551,Australian Paint Manufacturers' Federation Inc,Business association,3,1947,NSW,manufacturing,business organization
508,Australian Mines and Metals Association Inc,Business association,,1918,VIC,mining and quarrying,business organization
350,Australian Fitness Network,Business association,1,1987,NSW,arts entertainmnent and recreation,business organization
580,Australian Private Equity & Venture Capital Association,Business association,8,1992,NSW,financial and insurance activities,business organization
1064,Fruit Juice Australia,Business association,,,NSW,agriculture forestry and fishing,business organization
1379,Netball Australia,Business association,25,1927,VIC,arts entertainmnent and recreation,business organization
926,CropLife Australia Ltd,Business association,9,1959,ACT,manufacturing,business organization
1621,Tennis Australia,Business association,180,1904,VIC,arts entertainmnent and recreation,business organization
771,Boer Goat Breeders Association,Business association,0,,NSW,agriculture forestry and fishing,business organization
223,Australian Cane Growers Council (t/a Canegrowers Australia),Business association,,,QLD,agriculture forestry and fishing,business organization
197,Australian Bankers' Association,Business association,15,1954,NSW,financial and insurance activities,business organization
710,Australian Walnut Industry Association,Business association,0.5,1990,VIC,agriculture forestry and fishing,business organization
1247,Master Builders Australia Ltd,Business association,340,1890,NSW,construction,business organization
985,Employee Ownership Australia Limited,Business association,0,2011,NSW,administrative and support service activities,business organization
61,Arboriculture Australia,Business association,,,SA,agriculture forestry and fishing,business organization
1131,Hockey Australia,Business association,30,2000,VIC,arts entertainmnent and recreation,business organization
683,Australian Teleservices Association,Business association,,1989,NSW,information and communication,business organization
1051,ForestWorks,Business association,25,1983,VIC,manufacturing,business organization
555,Australian Pecan Growers Association,Business association,0,,NSW,agriculture forestry and fishing,business organization
511,Australian Mobile Telecommunications Association,Business association,8,1994,ACT,information and communication,business organization
1476,Pump Industry Australia Inc,Business association,0,1976,NSW,manufacturing,business organization
212,Australian Brahman Breeders Association Ltd,Business association,5,1946,QLD,agriculture forestry and fishing,business organization
1528,Science Industry Australia Ltd,Business association,1,2000,VIC,professional scientific and technical activities,business organization
1665,United Voice,Trade union,,1992,NSW,other service activities,union
1370,National Union of Students Inc,Trade union,5,1987,VIC,education,union
492,Australian Maritime Officers Union,Trade union,,1904,NSW,public administration and defence compulsory social security,union
610,Australian Salaried Medical Officers Federation,Trade union,,1959,NSW,human health and social work activities,union
727,Australian Workers' Union,Trade union,300,1886,NSW,other service activities,union
1371,National Union of Workers,Trade union,80,,VIC,other service activities,union
876,Community and Public Sector Union - PSU Group,Trade union,200,,NSW,public administration and defence compulsory social security,union
894,"Construction, Forestry, Mining and Energy Union",Trade union,2,1993,NSW,construction,union
863,Club Managers' Association Australia,Trade union,9,1959,NSW,arts entertainmnent and recreation,union
1244,Maritime Union of Australia,Trade union,17,1993,NSW,transportation and storage,union
593,"Australian Rail, Tram & Bus Industry Union",Trade union,15,1993,NSW,transportation and storage,union
1256,"Media, Entertainment and Arts Alliance",Trade union,,1910,NSW,information and communication,union
1033,Finance Sector Union of Australia,Trade union,152,1991,VIC,financial and insurance activities,union
1655,Transport Workers' Union of Australia,Trade union,,1928,NSW,transportation and storage,union
1623,Textile Clothing and Footwear Union of Australia,Trade union,7,1907,NSW,manufacturing,union
287,Australian Council of Trade Unions,Trade union,,1927,VIC,other service activities,union
982,Electrical Trades Union,Trade union,,1912,NSW,construction,union
622,Australian Services Union,Trade union,16,1993,VIC,other service activities,union
318,Australian Education Union,Trade union,17,1920,VIC,education,union
539,Australian Nursing Federation,Trade union,15,1924,ACT,human health and social work activities,union
927,CSR & Holcim Staff Association,Trade union,1,1942,NSW,construction,union
1289,Musicians Union of Australia,Trade union,,1911,VIC,arts entertainmnent and recreation,union
1662,United Firefighters Union of Australia,Trade union,,1990,VIC,public administration and defence compulsory social security,union
1368,National Tertiary Education Union,Trade union,28,1993,VIC,education,union
1044,Flight Attendants Association of Australia (Domestic/Regional Division),Trade union,,1992,NSW,transportation and storage,union
485,Australian Manufacturing Workers' Union,Trade union,,1852,NSW,manufacturing,union
675,Australian Swimming Coaches and Teachers Association,Professional group,9,1971,QLD,arts entertainmnent and recreation,occupational association
1471,Public Relations Institute of Australia,Professional group,6,1949,NSW,professional scientific and technical activities,occupational association
1166,Institute of Arbitrators & Mediators Australia,Professional group,6,1975,NSW,professional scientific and technical activities,occupational association
83,Association of Consulting Architects,Professional group,,1986,VIC,professional scientific and technical activities,occupational association
1159,Insolvency Practitioners Association of Australia,Professional group,8,1982,NSW,financial and insurance activities,occupational association
380,Australian Guild of Music Education Inc,Professional group,2,1985,VIC,education,occupational association
617,Australian Security Industry Association Ltd,Professional group,,1969,NSW,administrative and support service activities,occupational association
1555,Sisters in Crime Inc,Professional group,0,1991,VIC,arts entertainmnent and recreation,occupational association
428,Australian Institute of Landscape Architects,Professional group,3,1966,ACT,administrative and support service activities,occupational association
1304,National Association of Furniture Agents Inc,Professional group,0,1974,VIC,wholesale and retail trade repair of motor vehicles and motorcycles,occupational association
1700,Women in Adult & Vocational Education,Professional group,0,1987,NSW,education,occupational association
196,Australian Band and Orchestra Directors' Association,Professional group,0,,NSW,arts entertainmnent and recreation,occupational association
44,AM Institute,Professional group,2,1990,VIC,financial and insurance activities,occupational association
691,Australian Traditional-Medicine Society,Professional group,10,1984,NSW,human health and social work activities,occupational association
460,Australian Labour and Employment Relations Association,Professional group,0,1964,ACT,administrative and support service activities,occupational association
427,Australian Institute of Kinesiologists Ltd,Professional group,0.5,1998,NSW,human health and social work activities,occupational association
868,Commercial Law Association of Australia,Professional group,1,1965,NSW,professional scientific and technical activities,occupational association
1404,Outdoor Council of Australia,Professional group,0,,QLD,arts entertainmnent and recreation,occupational association
332,Australian Federation of Air Pilots,Professional group,11,1959,VIC,transportation and storage,occupational association
327,Australian Facetors Guild Ltd,Professional group,0,,QLD,arts entertainmnent and recreation,occupational association
1174,Institute of Hospital Engineering,Professional group,1,1947,NSW,human health and social work activities,occupational association
236,"Australian Ceramics Association, The",Professional group,2,1956,NSW,arts entertainmnent and recreation,occupational association
1388,Nutrition Society of Australia,Professional group,2,,SA,human health and social work activities,occupational association
654,Australian Society of Otolaryngology Head & Neck Surgery Ltd,Professional group,2,1950,NSW,human health and social work activities,occupational association
1190,Interpretation Australia Association,Professional group,0.5,1992,SA,arts entertainmnent and recreation,occupational association
75,Association for Manufacturing Excellence,Professional group,,,VIC,manufacturing,occupational association
425,Australian Institute of Interpreters and Translators Inc,Professional group,1,1987,VIC,professional scientific and technical activities,occupational association
448,Australian Institute of Training & Development,Professional group,4,1971,NSW,education,occupational association
1179,Institute of Mercantile Agents Ltd,Professional group,2,1961,NSW,financial and insurance activities,occupational association
874,Communications and Media Law Association,Professional group,0.5,1988,NSW,information and communication,occupational association
495,Australian Mathematical Sciences Institute,Professional group,8,2002,VIC,professional scientific and technical activities,occupational association
341,Australian Federation of Totally and Permanently Incapacitated Ex Servicemen and Women Ltd.,Professional group,0.5,1986,SA,public administration and defence compulsory social security,occupational association
457,Australian Kinesiology Association,Professional group,0.5,,VIC,human health and social work activities,occupational association
682,Australian Technical Millers Association Inc,Professional group,1,1963,VIC,manufacturing,occupational association
163,Australian Association for Infant Mental Health,Professional group,12,1987,NSW,human health and social work activities,occupational association
1590,Statistical Society of Australia Inc,Professional group,0.5,1962,ACT,professional scientific and technical activities,occupational association
315,Australian Drilling Industry Training Committee Ltd,Professional group,3,1978,NSW,mining and quarrying,occupational association
304,Australian Dental Association Inc,Professional group,,1928,NSW,human health and social work activities,occupational association
423,Australian Institute of Horticulture,Professional group,0,,VIC,agriculture forestry and fishing,occupational association
659,Australian Society of Viticulture and Oenology Inc,Professional group,0.5,1980,SA,accommodation and food service activities,occupational association
322,Australian Entomological Society Inc,Professional group,0,1967,NSW,professional scientific and technical activities,occupational association
576,Australian Practice Nurses Association,Professional group,7,2001,VIC,human health and social work activities,occupational association
1184,Institution of Chemical Engineers,Professional group,5,1960,VIC,professional scientific and technical activities,occupational association
1079,Gastroenterological Society of Australia,Professional group,,1959,VIC,human health and social work activities,occupational association
723,Australian Women's and Gender Studies Association,Professional group,0,,VIC,professional scientific and technical activities,occupational association
1245,Marriage and Relationship Educators' Association of Australia Inc,Professional group,0,1995,VIC,human health and social work activities,occupational association
1509,Royal Australian Chemical Institute Inc,Professional group,3,1917,VIC,professional scientific and technical activities,occupational association
698,Australian Tutoring Association,Professional group,1.5,2005,NSW,education,occupational association
649,Australian Society of Endodontology Inc,Professional group,0,1967,SA,human health and social work activities,occupational association
1163,Institute for the Study of Christianity in an Age of Science and Technology,Professional group,0,,VIC,professional scientific and technical activities,occupational association
968,Drama Australia - The National Association for Drama Education Inc,Professional group,0.5,1976,QLD,arts entertainmnent and recreation,occupational association
308,Australian Diabetes Educators Association,Professional group,3,1981,ACT,human health and social work activities,occupational association
181,Australian Association of Pathology Practices Inc,Professional group,,1989,ACT,human health and social work activities,occupational association
464,Australian Library and Information Association Ltd,Professional group,11,1937,ACT,arts entertainmnent and recreation,occupational association
142,Australian Academy of Technological Sciences and Engineering,Professional group,9,1976,VIC,professional scientific and technical activities,occupational association
1386,Nurses Christian Fellowship Australia,Professional group,0,1913,NSW,human health and social work activities,occupational association
1375,Naturopathic Practitioners Association,Professional group,0,1988,SA,human health and social work activities,occupational association
1104,Group Training Australia,Professional group,7,1992,NSW,education,occupational association
1565,Society of Consumer Affairs Professionals Australia,Professional group,2,1991,VIC,professional scientific and technical activities,occupational association
141,Australian Academy of Science,Professional group,,1954,ACT,professional scientific and technical activities,occupational association
79,Association of Australian Acoustical Consultants,Professional group,0,,QLD,professional scientific and technical activities,occupational association
1672,Veterinary Manufacturers and Distributors Association,Professional group,,1974,QLD,professional scientific and technical activities,occupational association
758,Billings LIFE Leaders In Fertility Education,Professional group,3,1972,VIC,human health and social work activities,occupational association
443,Australian Institute of Quantity Surveyors,Professional group,6,1971,NSW,construction,occupational association
537,Australian Numismatic Society,Professional group,0,1913,NSW,arts entertainmnent and recreation,occupational association
103,Astronomical Society of Australia,Professional group,0,1960,TAS,professional scientific and technical activities,occupational association
650,Australian Society of Exploration Geophysicists,Professional group,,1970,WA,professional scientific and technical activities,occupational association
995,Epilepsy Society of Australia,Professional group,0.5,1980,NSW,human health and social work activities,occupational association
321,Australian Entertainment Agents Association Inc,Professional group,2,1981,VIC,arts entertainmnent and recreation,occupational association
256,Australian College of Operating Room Nurses,Professional group,,1978,SA,human health and social work activities,occupational association
442,Australian Institute of Project Management,Professional group,11,1976,NSW,professional scientific and technical activities,occupational association
429,Australian Institute of Landscape Designers and Managers,Professional group,0.5,,NSW,administrative and support service activities,occupational association
413,Australian Institute of Architects,Professional group,65,1930,ACT,professional scientific and technical activities,occupational association
93,Association of Professional Aestheticians of Australia,Professional group,1,1957,QLD,other service activities,occupational association
531,Australian Natural Therapists Association,Professional group,4,1955,QLD,human health and social work activities,occupational association
938,Dance-Movement Therapy Association of Australia,Professional group,0,,VIC,arts entertainmnent and recreation,occupational association
867,Commercial Asset Finance Brokers Association of Australia,Professional group,,,VIC,financial and insurance activities,occupational association
1050,Foreign Correspondents Association of Australia,Professional group,0.5,1986,NSW,information and communication,occupational association
1028,Females in Information Technology and Telecommunications,Professional group,0,1989,ACT,information and communication,occupational association
1066,Fundraising Institute Australia,Professional group,9,1968,NSW,human health and social work activities,occupational association
1031,Finance and Treasury Association Ltd,Professional group,1,1978,VIC,financial and insurance activities,occupational association
82,"Association of Consultants in Access, Australia",Professional group,0.5,2000,VIC,human health and social work activities,occupational association
252,Australian College of Educators,Professional group,5,1959,VIC,education,occupational association
1150,Illustrators Australia,Professional group,1,1989,VIC,arts entertainmnent and recreation,occupational association
1032,Finance Brokers Association of Australia,Professional group,6,1992,QLD,financial and insurance activities,occupational association
1331,National Environmental Law Association,Professional group,1,1982,ACT,professional scientific and technical activities,occupational association
258,Australian College of Veterinary Scientists,Professional group,5,1969,QLD,professional scientific and technical activities,occupational association
1341,National Herbalists Association of Australia,Professional group,1,1920,NSW,human health and social work activities,occupational association
1272,Migration Institute of Australia,Professional group,10,,NSW,professional scientific and technical activities,occupational association
1362,National Space Society of Australia Ltd,Professional group,,1988,NSW,professional scientific and technical activities,occupational association
154,Australian and NZ College of Anaesthetists,Professional group,16,1992,VIC,human health and social work activities,occupational association
945,Decoupage Guild Australia Inc,Professional group,0,1984,VIC,arts entertainmnent and recreation,occupational association
634,Australian Small Animal Veterinary Association,Professional group,2,1968,NSW,professional scientific and technical activities,occupational association
361,Australian Furniture Removers Association Inc,Professional group,5,1993,NSW,transportation and storage,occupational association
329,Australian Federal Police Association,Professional group,11,1979,ACT,public administration and defence compulsory social security,occupational association
1004,Facility Management Association of Australia Ltd,Professional group,9,1988,VIC,administrative and support service activities,occupational association
1363,National Speakers Association of Australia,Professional group,2,1987,NSW,information and communication,occupational association
254,Australian College of Midwives Inc,Professional group,4,1978,ACT,human health and social work activities,occupational association
501,Australian Medical Students' Association Ltd,Professional group,1,1960,ACT,education,occupational association
693,Australian Trainers Association,Professional group,6,1967,VIC,arts entertainmnent and recreation,occupational association
1242,Mapping Sciences Institute,Professional group,0,1952,QLD,professional scientific and technical activities,occupational association
1601,Superannuated Commonwealth Officers' Association Inc,Professional group,1,1923,ACT,public administration and defence compulsory social security,occupational association
382,Australian Health Promotion Association,Professional group,1,1990,NSW,human health and social work activities,occupational association
1035,Financial Planning Association of Australia Ltd,Professional group,35,1992,NSW,financial and insurance activities,occupational association
980,Education Plus,Professional group,6,1990,NSW,education,occupational association
690,Australian Track and Field Coaches Association,Professional group,1,1974,QLD,arts entertainmnent and recreation,occupational association
544,Australian Orthopaedic Association,Professional group,8,1936,NSW,human health and social work activities,occupational association
1149,IFAP,Professional group,58,1963,WA,administrative and support service activities,occupational association
1109,Gynaecological Cancer Society,Professional group,0,1997,QLD,human health and social work activities,occupational association
728,Australian Writers' Guild,Professional group,13,1962,NSW,arts entertainmnent and recreation,occupational association
81,Association of Australian Investigators Inc,Professional group,,,VIC,administrative and support service activities,occupational association
1180,Institute of Patent and Trade Mark Attorneys of Australia,Professional group,2,1918,VIC,professional scientific and technical activities,occupational association
1235,Logistics Association of Australia Ltd,Professional group,1,1976,NSW,transportation and storage,occupational association
538,Australian Nursing and Midwifery Council,Professional group,17,1992,ACT,human health and social work activities,occupational association
400,Australian Indigenous Art Trade Association,Professional group,0,1998,QLD,arts entertainmnent and recreation,occupational association
342,Australian Federation of Travel Agents Ltd,Professional group,5,1957,NSW,administrative and support service activities,occupational association
518,Australian Music Centre Ltd,Professional group,4,1974,NSW,arts entertainmnent and recreation,occupational association
1018,Federation of Australian Astrologers Inc,Professional group,0,,QLD,other service activities,occupational association
1106,Guiding Organisations Australia,Professional group,0,2003,QLD,administrative and support service activities,occupational association
1521,Safety Institute of Australia Inc,Professional group,2,1948,VIC,administrative and support service activities,occupational association
845,Chiropractors' Association of Australia Ltd,Professional group,10,1990,NSW,human health and social work activities,occupational association
722,Australian Women Pilots Association,Professional group,0,1950,QLD,transportation and storage,occupational association
482,Australian Mammal Society,Professional group,0,1961,WA,professional scientific and technical activities,occupational association
660,Australian Songwriters Association Inc,Professional group,1,1979,NSW,arts entertainmnent and recreation,occupational association
681,Australian Technical Analysts Association,Professional group,1,,NSW,financial and insurance activities,occupational association
1642,The Tax Institute,Professional group,62,1943,NSW,professional scientific and technical activities,occupational association
643,Australian Society of Anaesthetists Inc,Professional group,21,1934,NSW,human health and social work activities,occupational association
929,Customer Service Institute of Australia,Professional group,,1997,NSW,administrative and support service activities,occupational association
339,Australian Federation of Medical Women,Professional group,0,1927,NSW,human health and social work activities,occupational association
585,Australian Professional Teachers' Associations,Professional group,0,,NSW,education,occupational association
635,Australian Society for Biochemistry and Molecular Biology,Professional group,1,1954,SA,professional scientific and technical activities,occupational association
834,Chartered Institution of Building Services Engineers,Professional group,0,1897,NSW,construction,occupational association
435,Australian Institute of Office Professionals,Professional group,,1963,VIC,administrative and support service activities,occupational association
1346,National Insurance Brokers Association of Australia,Professional group,14,1982,NSW,financial and insurance activities,occupational association
532,Australian Naturopathic Practitioners Association,Professional group,0,1975,VIC,human health and social work activities,occupational association
177,Australian Association of Massage Therapists,Professional group,8,2003,VIC,human health and social work activities,occupational association
1682,Watch and Clockmakers of Australia Inc,Professional group,0.5,1950,NSW,manufacturing,occupational association
20,AFL Umpires Association,Professional group,3,1909,VIC,arts entertainmnent and recreation,occupational association
438,Australian Institute of Physics,Professional group,1,1963,VIC,professional scientific and technical activities,occupational association
1567,Society of Motion Pictures and Television Engineers,Professional group,0,,NSW,information and communication,occupational association
1168,Institute of Australian Geographers,Professional group,0.5,1958,SA,professional scientific and technical activities,occupational association
218,Australian Businesswomen's Network,Professional group,6,1989,NSW,other service activities,occupational association
84,Association of Feng Shui Consultants,Professional group,0,,NSW,arts entertainmnent and recreation,occupational association
1450,Primary English Teachers Association Australia,Professional group,3,1972,NSW,education,occupational association
416,Australian Institute of Company Directors,Professional group,123,1990,ACT,administrative and support service activities,occupational association
1540,Self-Managed Super Fund Professionals' Association of Australia,Professional group,21,2004,SA,financial and insurance activities,occupational association
1402,Orthoptics Australia,Professional group,,1944,VIC,human health and social work activities,occupational association
162,Australian Association for Environmental Education,Professional group,0.5,1980,QLD,education,occupational association
583,Australian Professional Footballers' Association,Professional group,7,1993,VIC,arts entertainmnent and recreation,occupational association
835,Chartered Secretaries Australia Ltd,Professional group,36,1891,NSW,professional scientific and technical activities,occupational association
586,Australian Property Institute (National),Professional group,41,1926,ACT,real estate activities,occupational association
657,Australian Society of Soil Science Inc,Professional group,1,1955,VIC,professional scientific and technical activities,occupational association
1617,Tarot Guild of Australia Inc,Professional group,0,1992,VIC,arts entertainmnent and recreation,occupational association
418,Australian Institute of Credit Management,Professional group,3,1967,NSW,financial and insurance activities,occupational association
1183,Institute of Public Works Engineering Australia,Professional group,,1991,NSW,construction,occupational association
173,Australian Association of Gerontology,Professional group,1,1964,QLD,human health and social work activities,occupational association
1452,Print Council of Australia Inc,Professional group,2,1966,VIC,professional scientific and technical activities,occupational association
975,Early Childhood Teachers' Association Inc,Professional group,0.5,1973,QLD,education,occupational association
1480,Real Estate Institute of Australia,Professional group,5,1924,ACT,real estate activities,occupational association
188,Australian Automobile Dealers Association,Professional group,16,1963,ACT,transportation and storage,occupational association
1274,Mine Managers' Association of Australia Inc,Professional group,,1942,NSW,mining and quarrying,occupational association
255,Australian College of Neonatal Nurses Inc,Professional group,,1992,NSW,human health and social work activities,occupational association
615,Australian Screen Editors Guild Inc,Professional group,1,1996,NSW,information and communication,occupational association
506,Australian Military Medicine Association,Professional group,1,1991,TAS,human health and social work activities,occupational association
521,Australian Music Therapy Association,Professional group,0.5,1975,VIC,human health and social work activities,occupational association
402,Australian Indigenous Doctors' Association,Professional group,,1998,QLD,human health and social work activities,occupational association
1310,National Association of Women in Construction,Professional group,,1995,VIC,construction,occupational association
422,Australian Institute of Geoscientists,Professional group,0,1981,WA,professional scientific and technical activities,occupational association
368,Australian Geomechanics Society,Professional group,0.5,1970,NSW,professional scientific and technical activities,occupational association
1081,Gemmological Association of Australia,Professional group,5,1946,VIC,professional scientific and technical activities,occupational association
390,Australian Historical Association,Professional group,1,1973,NSW,arts entertainmnent and recreation,occupational association
1142,Human Factors & Ergonomics Society of Australia Inc,Professional group,0.5,1970,NSW,professional scientific and technical activities,occupational association
182,Australian Association of Social Workers Ltd,Professional group,11,1947,ACT,human health and social work activities,occupational association
1464,Property Investors Association of Australia,Professional group,,2002,NSW,real estate activities,occupational association
563,Australian Physiotherapy Association,Professional group,40,1906,VIC,human health and social work activities,occupational association
149,Australian Agricultural and Resource Economics Society,Professional group,0,1957,ACT,agriculture forestry and fishing,occupational association
1640,The Pharmacy Guild of Australia,Professional group,300,1928,ACT,human health and social work activities,occupational association
94,Association of Professional Astrologers Inc,Professional group,0,,VIC,other service activities,occupational association
297,Australian Custodial Services Association Ltd,Professional group,0.5,1994,NSW,public administration and defence compulsory social security,occupational association
1095,Graduate Management Association of Australia,Professional group,1.5,1970,VIC,education,occupational association
397,Australian Humanists (Council of Australian Humanist Societies),Professional group,0,1965,VIC,arts entertainmnent and recreation,occupational association
1118,Health Information Management Association of Australia Ltd,Professional group,8,1949,NSW,human health and social work activities,occupational association
909,Cosmetic Physicians Society of Australia,Professional group,1,,WA,human health and social work activities,occupational association
396,Australian Human Resources Institute,Professional group,33,1943,VIC,administrative and support service activities,occupational association
1513,Royal College of Nursing Australia,Professional group,,1949,ACT,human health and social work activities,occupational association
680,Australian Teachers of Media,Professional group,1,1963,VIC,education,occupational association
295,Australian Culinary Federation,Professional group,0.5,,VIC,accommodation and food service activities,occupational association
96,"Association of Professional Engineers, Scientists and Managers",Professional group,130,1946,VIC,professional scientific and technical activities,occupational association
33,Aircraft Owners and Pilots Association of Australia,Professional group,1.5,1949,NSW,transportation and storage,occupational association
1330,National Enrolled Nurses Association,Professional group,0,,VIC,human health and social work activities,occupational association
91,Association of Massage Therapists Ltd,Professional group,2,1966,NSW,human health and social work activities,occupational association
85,Association of Financial Advisers,Professional group,5,1946,NSW,financial and insurance activities,occupational association
333,Australian Federation of Civil Celebrants Inc,Professional group,0,1993,VIC,arts entertainmnent and recreation,occupational association
409,Australian Institute for the Conservation of Cultural Material,Professional group,0.5,1973,ACT,arts entertainmnent and recreation,occupational association
1178,Institute of Management Consultants,Professional group,0,1969,VIC,professional scientific and technical activities,occupational association
475,Australian Local Government Women's Association Inc,Professional group,0,1951,NSW,public administration and defence compulsory social security,occupational association
273,Australian Corporate Lawyers Association,Professional group,7,1991,VIC,professional scientific and technical activities,occupational association
88,Association of Hydraulic Services Consultants Australia Inc,Professional group,,1974,QLD,construction,occupational association
496,Australian Mathematical Society Inc,Professional group,1.5,1956,ACT,professional scientific and technical activities,occupational association
1219,Law Council of Australia Ltd,Professional group,24,1933,ACT,professional scientific and technical activities,occupational association
703,Australian Veterinary Association,Professional group,30,1921,NSW,professional scientific and technical activities,occupational association
1631,The Australian Sociological Association,Professional group,0.5,1963,VIC,professional scientific and technical activities,occupational association
652,Australian Society of Hypnosis Ltd,Professional group,1,1971,NSW,human health and social work activities,occupational association
641,Australian Society for Music Education,Professional group,0.5,1967,ACT,education,occupational association
441,Australian Institute of Professional Photography,Professional group,4,1963,VIC,professional scientific and technical activities,occupational association
286,Australian Council of TESOL Associations,Professional group,,,NSW,education,occupational association
963,Diversional Therapy Australia,Professional group,1,2010,NSW,human health and social work activities,occupational association
897,Consumer Electronics Suppliers' Association,Professional group,0,,ACT,wholesale and retail trade repair of motor vehicles and motorcycles,occupational association
1566,Society of Hospital Pharmacists of Australia,Professional group,5,1941,VIC,human health and social work activities,occupational association
99,Association of Taxation and Management Accountants,Professional group,,1985,NSW,professional scientific and technical activities,occupational association
1581,Sports Medicine Australia,Professional group,4,1963,ACT,human health and social work activities,occupational association
1082,Geological Society of Australia Inc,Professional group,2,1952,NSW,professional scientific and technical activities,occupational association
19,AFL Players' Association,Professional group,18,1974,VIC,arts entertainmnent and recreation,occupational association
1173,Institute of Foresters of Australia,Professional group,2,1935,ACT,agriculture forestry and fishing,occupational association
40,Allied Health Professions Australia,Professional group,1,1977,VIC,human health and social work activities,occupational association
1170,Institute of Certified Management Accountants,Professional group,1.5,1996,VIC,professional scientific and technical activities,occupational association
415,Australian Institute of Building Surveyors,Professional group,8,1962,NSW,construction,occupational association
268,Australian Computer Society Inc,Professional group,11,1966,NSW,information and communication,occupational association
446,"Australian Institute of Superannuation Trustees', The",Professional group,33,2007,VIC,financial and insurance activities,occupational association
1628,The Australian Anthropological Society,Professional group,0.5,1973,ACT,professional scientific and technical activities,occupational association
493,Australian Market and Social Research Society,Professional group,4,1955,NSW,professional scientific and technical activities,occupational association
1221,Learning Assistance Programme Association Inc,Professional group,0.5,1994,SA,education,occupational association
233,Australian Cattle Veterinarians,Professional group,3,1973,QLD,professional scientific and technical activities,occupational association
802,Cabinet Makers Association Inc,Professional group,2,1981,VIC,manufacturing,occupational association
306,Australian Dermatology Nurses' Association,Professional group,,1990,NSW,human health and social work activities,occupational association
276,Australian Council for Computers in Education,Professional group,0,1986,ACT,information and communication,occupational association
707,Australian Voice Association,Professional group,0,,VIC,arts entertainmnent and recreation,occupational association
469,Australian Literacy Educators' Association,Professional group,3,1974,SA,education,occupational association
87,Association of Hospital Supply and Purchasing Officers Inc,Professional group,,1956,VIC,human health and social work activities,occupational association
110,Ausglass,Professional group,1,1978,VIC,arts entertainmnent and recreation,occupational association
1177,Institute of Internal Auditors Australia,Professional group,13,1952,NSW,professional scientific and technical activities,occupational association
636,Australian Society for Fish Biology,Professional group,0.5,1971,SA,agriculture forestry and fishing,occupational association
447,Australian Institute of Tourism Officers,Professional group,0,1980,VIC,administrative and support service activities,occupational association
1426,Pharmaceutical Society of Australia,Professional group,10,1976,ACT,human health and social work activities,occupational association
296,Australian Curriculum Studies Association,Professional group,2,1982,ACT,education,occupational association
144,Australian Acoustical Society,Professional group,0.5,1964,QLD,professional scientific and technical activities,occupational association
997,Equine Veterinarians Australia,Professional group,1,1971,NSW,professional scientific and technical activities,occupational association
430,Australian Institute of Marine and Power Engineers,Professional group,11,1881,NSW,transportation and storage,occupational association
494,Australian Marketing Institute,Professional group,,1933,NSW,professional scientific and technical activities,occupational association
293,Australian Cricketers' Association Inc,Professional group,9,1997,VIC,arts entertainmnent and recreation,occupational association
1002,Exercise & Sports Science Australia,Professional group,6,1991,QLD,arts entertainmnent and recreation,occupational association
1519,Rural Doctors Association of Australia,Professional group,5,1991,ACT,human health and social work activities,occupational association
947,Defence Force Welfare Association,Professional group,0.5,1959,ACT,public administration and defence compulsory social security,occupational association
317,Australian Earthquake Engineering Society,Professional group,0.5,1990,ACT,professional scientific and technical activities,occupational association
955,Dietitians Association of Australia,Professional group,13,1976,ACT,human health and social work activities,occupational association
1078,Gastroenterological Nurses College,Professional group,1,1978,VIC,human health and social work activities,occupational association
434,Australian Institute of Occupational Hygienists,Professional group,,1980,VIC,human health and social work activities,occupational association
984,Employee Assistance Professionals Association of Australia Inc,Professional group,0.5,,NSW,administrative and support service activities,occupational association
419,Australian Institute of Energy,Professional group,0,1978,VIC,electricity gas steam and air conditioning supply,occupational association
465,Australian Licensed Aircraft Engineers' Association,Professional group,8,1960,NSW,transportation and storage,occupational association
640,Australian Society for Microbiology,Professional group,1,1959,VIC,professional scientific and technical activities,occupational association
646,Australian Society of Authors,Professional group,5,1963,NSW,arts entertainmnent and recreation,occupational association
1165,"Institute of Actuaries of Australia, The",Professional group,19,1897,NSW,financial and insurance activities,occupational association
579,Australian Primary Principals Association,Professional group,2,1989,ACT,education,occupational association
7,Academy of the Social Sciences in Australia,Professional group,3,1971,ACT,education,occupational association
1339,National Funeral Directors' Association of Australia,Professional group,0,1995,WA,other service activities,occupational association
278,"Australian Council for Health, Physical Education and Recreation",Professional group,3,1955,SA,human health and social work activities,occupational association
199,Australian Bartenders Guild,Professional group,,1960,NSW,accommodation and food service activities,occupational association
639,Australian Society for Medical Research,Professional group,0.5,1961,NSW,human health and social work activities,occupational association
