ABN,Name,Main activity,Charity size,Full time staff,Part time staff,Volunteers
11669377120,Heidelberg Christian Centre Inc,Religious activities,Small,0,1,20
11672023346,The Trustee For Giles Pannon Dalgliesh Fund,Grant-making activities,Small,0,0,0
11672316253,Coptic Orthodox Church Diocese Of Melbourne,Religious activities,Large,29,0,10
11673296731,St Elizabeth Home Aged Care Facility,,Large,22,108,20
11674086033,Australasian Order Of Old Bastards Branch 94 Hornsby,Other activity,Small,0,0,7
11676473146,Yandeyarra Pastoral Aboriginal Corporation,Animal protection,Small,2,0,6
11676819496,Windsor District Baptist Church Emergency Relief Inc.,Emergency and relief,Small,0,0,10
11677180730,Goondiwindi Meals On Wheels Service Inc,Aged care activities,Small,0,0,80
11678438622,Breakwater Preschool Centre Inc,Other education,Small,0,2,8
11682476849,Greek Orthodox Archdiocese Of Aust East Keilor Ladies Auxiliary,,Small,0,0,20
11682631501,Catholic Parish Of Felix De Valois Bankstown,Religious activities,Small,0,4,40
11683319304,Yamba Public School Parents And Citizensassoc,Primary and secondary education,Small,0,0,10
11686674167,Murray Bridge Agricultural And Horticultural Society Inc,Other recreation and social club activity,Small,0,3,25
11689036327,The Trustee For The Percent Foundation,,Small,0,0,2
11691631556,Peninsula And Chelsea Kindergarten Teachers Association Inc,,Small,0,0,17
11695302638,St Marys Catholic Primary School Parents And Friends Committee,Other education,Small,0,0,4
11696632761,Beachmere Primary P&C Association,Other education,Small,1,0,7
11697675080,Darwin Theatre Company Incorporated,Culture and arts,Small,0,0,20
11705860022,Presentation Society of Australia and Papua New Guinea,Religious activities,Small,0,0,0
11705860103,Unitingcare Singleton Disability Respite Services,Other activity,Small,0,4,10
11705906094,The Trustee For Hippo's Charity Foundation Fund,Housing activities,Small,0,0,2
11711326268,The Trustee For Mildred Tanner Estate,Grant-making activities,Small,0,0,0
11723285567,Chatsworth State School Parents & Citizens Association,Culture and arts,Small,0,0,50
11723386218,Dawn House Inc,,Medium,10,3,0
11724267061,The Lutheran St Peters Church Of Greenock Inc,Religious activities,Small,0,0,20
11724391347,The Trustee For The Peters Family Foundation,,Small,0,0,1
11724816851,NSW Indian Welfare Association Inc,,Small,0,0,50
11726998154,The Trustee For Merrin Foundation,Research,Medium,0,0,3
11727363928,Australian Association Of Constitutional Law,Higher education,Small,0,2,9
11734204616,24/7 Community Inc,Religious activities,Small,1,1,0
11734671716,The Friends Of Perth College Inc,Primary and secondary education,Small,0,0,50
11735866379,Broome State Emergency Service Unit (Inc),,Small,0,0,25
11739129033,Silverlea Inc,,Small,0,0,0
11743131513,Uca - Wedderburn Parish,Religious activities,Small,0,1,18
11746358763,Youth Advocacy Centre Inc,Law and legal services,Large,7,7,2
11748395730,Emerald Lutheran Church,Religious activities,Small,1,0,0
11751213676,Christian Cultural Arts Trust,,Small,0,0,6
11753464251,East Brunswick Kindergarten and Childcare Centre Incorporated,Other education,Large,3,14,10
11756750496,St Luke's Anglican Church Cockatoo,Religious activities,Small,0,0,0
11758002459,The Trustee For Montgomery Foundation,"Economic, social and community development",Small,0,0,1
11758752584,The Trustee For Community Of James Ruse Ancillary Fund,,Small,0,0,12
11759339591,Stuartholme Sacre Coeur Associaton,Primary and secondary education,Small,0,0,4
11765184896,Jeparit Agricultural And Pastoral Society Inc,Other activity,Small,0,0,15
11765366402,Salisbury Primary P And C Association,Other education,Small,0,1,4
11767448857,The Trustee For The Geelong Grammar Library Fund,Primary and secondary education,Small,7,2,0
11768299692,The Margaret Henderson Music Trust,Culture and arts,Small,0,0,2
11770186878,The Link-Youth Health Service Inc,Other activity,Large,5,18,0
11771520387,Scarborough Baptist Church Inc,Religious activities,Medium,4,5,10
11773286290,Korumburra Rsl Sub-Branch,,Small,0,0,5
11773709466,Good Shepherd Lutheran Church Hallett Cove,Religious activities,Small,1,1,24
11774338836,Sydney Opera House Ladies Committee,,Small,0,0,14
11774587436,Muscular Dystrophy Association Of NSW,Other activity,Large,8,5,50
11781477447,Queensland Council Of Social Service Ltd,Social services,Large,30,12,0
11787797618,Justice Empowerment Mission Inc,Housing activities,Small,0,6,10
11787986073,Chisholm Pastoral Region,,Medium,0,0,5
11792107925,Maitland District Baptist Church,Other education,Medium,18,5,0
11795377992,Anglican Parish Of Yarrawonga,Religious activities,Small,0,0,50
11796597895,Wongan-Ballidu & Districts Menshed Inc,Other recreation and social club activity,Small,0,0,26
11803753397,St Josephs Hospital Special Purposes & Trust Fund,,Small,0,0,0
11805438327,Margaret River Baptist Church,Religious activities,Small,1,0,25
11805856055,Kildonan Uniting Care,Social services,Large,67,65,0
11811715217,Sussex Inlet Rsl Sub Branch,,Small,0,0,12
11812664143,The Trustee For The Grail Movement Of Australia,Religious activities,Small,0,0,8
11812883534,Kunawarritji (Aboriginal Corporation),,Medium,5,26,0
11812884150,The Trustee for the ACPT - Guildford with Villawood Trust,Religious activities,Small,0,0,11
11813361024,Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For St Francis Xavier Primary Lake Cargelligo Parents And Friends Association,Other activity,Small,0,0,8
11814451958,Multiple Birth Association for WA,Other activity,Small,0,0,25
11818312403,Lower Belyando Rural Fire Brigade,Other activity,Small,0,0,35453
11825966870,Red Chief Local Aboriginal Land Council,Culture and arts,Medium,2,1,10
11827184359,Autism And Aspergers Syndrome Support Group Registered Charity No Cfn 16723,,Small,0,0,0
11828343405,The Robert Anchor Cancer Foundation Inc.,,Small,0,0,0
11828537718,Mt Lofty Ranges Housing Cooperative Incorporated,,Small,1,0,16
11830167983,Yesodei Hatorah Yeshiva Inc.,Primary and secondary education,Large,15,13,0
11830808143,Swan View Senior High School P&C Assn Inc,,Small,0,0,0
11832585277,Clifton Hill Baptist Church,,Small,0,1,12
11834526491,Lowther Hall Library Trust,Other education,Small,0,0,0
11834861761,Ts Tingira,Other activity,Small,0,0,20
11835071529,Relationships Australia Inc,Social services,Large,3,3,0
11835608246,Qcwa Branch Mount Morgan,,Small,0,2,7
11836001253,The Trustee For First Priority Fund,Religious activities,Small,0,0,2
11840736761,Maroochydore Primary P&C Association,Higher education,Small,1,0,10
11843307609,Satsang Hindu Maha Sabha Of NSW Incorporated,Religious activities,Small,0,0,0
11846675799,Rights Employment Accommodation Leisure Real Inc,"Economic, social and community development",Small,0,3,4
11847238610,The Trustee For Maurice Goldstein Charitable Trust,Grant-making activities,Small,0,0,0
11849350393,Gawler Youth Workers Network Incorporated,,Small,0,0,0
11850625970,Minimbah Challenge Inc,Other activity,Large,13,36,8
11851573201,Merredin Community Men's Shed Inc,,Small,0,0,15
11852749072,Roman Catholic Trusts Corp For The Diocese Of Ballarat,Religious activities,Small,0,1,3
11853802385,Aztem Inc,Other education,Small,0,0,18
11855677314,Molong Show Society Incorporated,"Economic, social and community development",Small,0,0,40
11857117035,Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For The Catholic Parish Of Murrumburrah/Harden,Religious activities,Small,0,1,25
11857307720,Christian Brothers College Adelaide,Primary and secondary education,Large,93,94,0
11857749742,Young District Anglican Ministry,Religious activities,Small,0,1,20
11857954802,Holy Spirit Catholic Church Thornbury East,Religious activities,Small,0,0,11
11863933034,The Big Umbrella Incorporated,Social services,Small,0,0,100
11865501232,Australian Breastfeeding Association-Sa Branch,,Small,2,1,129
11867118715,Atherton Arts Society Inc.,Culture and arts,Small,0,0,7
11867269288,Anglican Church Of Australia Parish Of Corowa,Religious activities,Small,1,0,80
11867618398,Yerong Creek Parents And Citizens Association,Other education,Small,0,0,10
11867740450,Bankstown Granville Industry Education Partnership Incorporated,Other activity,Small,20,0,7
11868616092,Windarring Limited,"Economic, social and community development",Large,15,85,30
11869022895,Hastings Assembly Of God Inc,Religious activities,Small,0,0,10
11869432798,The Trustee For The Daryl Cohen Family Charitable Trust,,Small,0,0,0
11869627695,Deniliquin South Public School P&C Assoc,Primary and secondary education,Small,0,1,50
11871409436,Lutheran Church Of Australia Queensland District (Lutheran Community Care),,large,11,13,1
11872527490,Inannas House Incorporated,Housing activities,Small,0,0,12
11872610715,Naracoorte Family Care Centre Inc,Religious activities,Small,1,0,10
11874152177,Cloncurry Kindergarten Association Inc,Other education,Small,2,0,4
11874614293,Free Reformed Eucalypt Association Inc.,Other activity,Large,5,27,20
11876701096,Uca - Taroona,Religious activities,Small,0,0,11
11877009431,Access Community Group Inc,,Small,0,0,0
11878771186,The Trustee For The Southern Cross Charitable Foundation Trust,Emergency and relief,Small,0,0,3
11878830770,Oxfam At Monash,"Economic, social and community development",Small,0,0,5
11883368767,Australian Respiratory Council,Other activity,Medium,2,1,9
11885206938,Fraser Coast Community Radio Inc.,Culture and arts,Small,0,0,51
11887401164,Wheatbelt Individual And Family Support Association Incorporated,Social services,Large,7,17,9
11889371769,The Trustee For Centrepoint Church Trust Fund,,Medium,3,7,150
11895005109,Griffith City Room Gospel Trust,Religious activities,Small,0,0,12
11896454944,Richmond Primary P And C Association,Other activity,Small,0,0,15
11897212159,Walcha Rsl Sub Branch,,Small,0,0,8
11897576643,C Mead Trust,Grant-making activities,Small,0,0,0
11899521734,South West Counselling Incorporated,,Medium,0,8,1
11900226368,The Trustee For The Miller Foundation,,Large,0,0,3
11902830783,Ryder-Cheshire Mount Gambier Home Foundation Incorporated,Other activity,Small,0,0,8
11902907409,St Peter Chanel Catholic School,Other education,Large,0,0,0
11906487695,Seymour Baptist Fellowship,Religious activities,Small,0,1,20
11906723848,Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For The Catholic Parish Of Campbell,Religious activities,Small,0,1,40
11910165808,Eastern Hills And Murray Plains Catchment Group Inc.,Environmental activities,Medium,3,0,20
11910522775,The Trustee For Northern Education Trust,,,0,0,0
11915719109,Baptist Church Logan City,Religious activities,Small,0,1,5
11916913870,Uca - Camperdown,Religious activities,Small,0,1,11
11919130025,Lithgow Community Transport (Translinc) Inc,,Medium,1,3,15
11927459017,Perth Yokine Christadelphian Ecclesia,Religious activities,Small,0,0,25
11928572940,Sunbury Neighbourhood House Inc,"Economic, social and community development",Small,0,3,16
11930585589,Australian Sports Medicine Federation - Tasmanian Branch Inc,Other education,Small,0,4,0
11930810856,Warilla North Baptist Church,,Small,0,1,15
11933733266,Finley RSL sub-Branch (RSL NSW),,Small,0,0,8
11938328213,Nannup State Emergency Service Unit (Inc),Emergency and relief,Small,0,0,10
11939987352,Uca - Presbytery Of Georges River,Religious activities,Small,1,1,6
11943299166,The Basin Community House Inc,Other education,Medium,0,6,20
11945172329,Woonona Public School P&C Association,Primary and secondary education,Small,0,0,100
11946049764,Oatlands Community Association Inc.,Other activity,Small,0,0,4
11950432070,Blackwood Players Incorporated,Culture and arts,Small,0,0,40
11952202762,Pigeons Projects Ltd,"Economic, social and community development",Medium,1,2,36
11952289243,The Anglican Parish Of Kapunda,Religious activities,Small,1,0,35
11952494303,Katanning Regional Emergency Accomodation Centre Inc,Emergency and relief,Small,3,0,3
11952841906,Mount Evelyn Presbyterian Church,Religious activities,Small,0,3,10
11954779593,The Trustee for the Anglican Diocese of Rockhampton Fund for Religious Instruction in Government Schools,Religious activities,Small,0,0,5
11955310905,Prom Coast Community Church Inc,,Small,1,0,0
11956204286,Tenterfield Total Care & Transport Inc.,Aged care activities,Medium,4,2,30
11968026102,Brisbane Broncos Charities Fund,Other activity,Small,0,0,28
11969211213,Friends Of Mentone Station And Gardens Inc,Civic and advocacy activites,small,0,0,0
11972047157,Raptor Refuge Inc.,Environmental activities,Small,0,1,10
11972196014,The Legacy Club of Western Australia Incorporated,Social services,Large,3,7,55
11972379554,Talbot Action Incorporated,"Economic, social and community development",Small,0,0,7
11973523604,Jesuit College of Spirituality,Higher education,Medium,0,4,0
11974798673,Uniting Church In Australia Glenelg - St Andrews,Religious activities,Small,0,6,90
11975769831,Anti-Violence Project Of Victoria Inc,Other education,Small,0,0,15
11976096013,Together Collective Inc,,Medium,1,3,20
11977093123,Returned And Services League Of Australia (Tasmania Branch)_Inc,Other activity,Medium,0,3,5
11980838352,Helensvale State School P & C Association,Primary and secondary education,Small,1,3,15
11981168448,Corrimal RSL sub-Branch (RSL NSW),,Small,0,0,19
11981935286,The Trustee For John And Connie Kennedy Charitable Trust,Grant-making activities,Small,0,0,1
11982012992,City Reach Baptist Church Inc,Religious activities,Large,4,11,200
11983090271,Leichhardt Out Of School Hours Care,Other recreation and social club activity,Large,4,43,0
11985150506,Namadgi School Boddington Site Preschool Parent Association Inc,Other activity,Small,0,0,15
11989448576,Trustees Of The Roman Catholic As Trustee For All Hallow's Gulgong,Primary and secondary education,Large,7,8,25
11990678761,St Brendan's School Coragulac,Primary and secondary education,Large,1,10,3
11995104402,Calingiri Bushfire Brigade,Emergency and relief,Small,0,0,20
11995780930,Assemblies Of God In Australia (Queensland Conference) New Churches Queensland,,Small,1,1,0
12000637267,Autism Spectrum Australia (Aspect),Social services,Large,317,418,0
12000767251,THE DIOCESE OF THE ARMENIAN CHURCH OF AUSTRALIA & NEW ZEALAND (PROPERTIES) LTD,,Medium,0,0,15
12000964081,Kinma Limited,Primary and secondary education,Large,5,9,3
12001444837,Nambucca Heads Pre-School Playcentre Ltd,Other education,Medium,2,9,8
12002063229,Vipassana Meditation Centre Limited,Other education,Medium,0,0,69
12002725895,Gosford City Community & Information Service Ltd,,Medium,0,11,1
