uniqid,Name,type,staff_com,formed_combined2,stat2,isic1_1,cat1_1,ABN,ABN status,ABN lookup name,ABN lookup score
837,Chestnuts Australia,Business association,1.0,,VIC,agriculture forestry and fishing,business organization,11727740190.0,Active,Chestnuts Australia Incorporated,100.0
838,Child Abuse Prevention Service,Service Group,2.0,1976.0,NSW,,social welfare and poor,85735045895.0,Cancelled,CHILD ABUSE PREVENTION SERVICE,100.0
839,Child and Family Welfare Association of Australia,Citizen group,,,VIC,,age,65962251319.0,Active,CHILD AND FAMILY WELFARE ASSOCIATION OF AUSTRALIA INCORPORATED,100.0
840,Children with Disability Australia,Citizen group,1.0,2002.0,VIC,,disabled and health advocacy,42140529273.0,Active,Children with Disability Australia,100.0
841,Children's Book Council of Australia,Leisure group,0.0,,SA,,arts and cultural,85043709739.0,Cancelled,CHILDREN'S BOOK COUNCIL OF AUSTRALIA,100.0
844,Children's Protection Society,Service Group,52.0,1896.0,VIC,,social welfare and poor,52303567862.0,Active,CHILDRENS PROTECTION SOCIETY INC.,100.0
845,Chiropractors' Association of Australia Ltd,Professional group,10.0,1990.0,NSW,human health and social work activities,occupational association,48490147354.0,Cancelled,CHIROPRACTORS ASSN OF AUST QLD LTD,97.0
846,CHOICE,Citizen group,80.0,1959.0,NSW,,public interest,88050158195.0,Active,CHOICE,100.0
847,Choose Cruelty Free Ltd,Citizen group,0.0,1992.0,VIC,,public interest,84057195927.0,Active,CHOOSE CRUELTY FREE LTD,100.0
849,Christian Education National,Institutional group,4.0,1966.0,NSW,education,education,94003380274.0,Active,CHRISTIAN EDUCATION NATIONAL,100.0
850,Christian Venues Association,Service Group,4.0,1974.0,NSW,,recreational,74050611295.0,Active,CHRISTIAN VENUES ASSOCIATION,100.0
851,Chronic Illness Alliance Inc,Citizen group,1.5,1994.0,VIC,,disabled and health advocacy,73873126132.0,Active,CHRONIC ILLNESS ALLIANCE INC,100.0
852,Church Missionary Society - Australia Inc,Citizen group,20.0,1799.0,NSW,,identity groups,58584532336.0,Active,CHURCH MISSIONARY SOCIETY - AUSTRALIA LIMITED,100.0
853,Circus Federation of Australia Inc,Business association,1.0,,QLD,arts entertainmnent and recreation,business organization,74986584429.0,Active,CIRCUS FEDERATION OF AUSTRALIA INC,100.0
854,Citizens Committee on Human Rights Inc,Citizen group,,1969.0,NSW,,public interest,83827782128.0,Active,CITIZENS COMMITTEE ON HUMAN RIGHTS INC,100.0
856,Citrus Austral ia Ltd,Business association,6.0,2008.0,VIC,agriculture forestry and fishing,business organization,93095708606.0,Cancelled,CITRUS AUSTRALIA PTY LTD,100.0
857,Civil Air Australia,Professional group,4.0,1948.0,VIC,transportation and storage,occupational association,86220435463.0,Active,Civil Air Australia,100.0
858,Civil Contractors Federation,Business association,80.0,1976.0,VIC,construction,business organization,24778482952.0,Active,CIVIL CONTRACTORS FEDERATION,100.0
859,Civil Liberties Australia,Citizen group,0.0,2003.0,ACT,,public interest,46368619567.0,Active,CIVIL LIBERTIES AUSTRALIA INC,100.0
860,Clean Energy Council,Business association,21.0,2007.0,VIC,electricity gas steam and air conditioning supply,business organization,84127102443.0,Active,Clean Energy Council Limited,100.0
861,Clean Up Australia,Hybrid group,1.0,1989.0,NSW,,public interest,93003884991.0,Active,CLEAN UP AUSTRALIA LIMITED,100.0
862,Clinical Oncological Society of Australia,Professional group,5.0,1971.0,NSW,human health and social work activities,occupational association,97631209452.0,Active,CLINICAL ONCOLOGICAL SOCIETY OF AUSTRALIA,100.0
863,Club Managers' Association Australia,Trade union,9.0,1959.0,NSW,arts entertainmnent and recreation,union,99607400758.0,Active,THE CLUB MANAGERS ASSOC OF AUSTRALIA,100.0
864,Cochlear Implant Club and Advisory Association,Hybrid group,0.0,1985.0,NSW,,disabled and health advocacy,63172671561.0,Active,CICADA (COCHLEAR IMPLANT CLUB AND ADVISORY ASSOCIATION) INCORPORATED,97.0
865,Coeliac Australia,Citizen group,3.0,1980.0,NSW,,disabled and health advocacy,60103887670.0,Active,COELIAC AUSTRALIA,100.0
866,Colong Foundation for Wilderness Ltd,Citizen group,1.0,1968.0,NSW,,public interest,84001112143.0,Active,THE COLONG FOUNDATION FOR WILDERNESS LTD,100.0
867,Commercial Asset Finance Brokers Association of Australia,Professional group,,,VIC,financial and insurance activities,occupational association,32129490133.0,Active,COMMERCIAL & ASSET FINANCE BROKERS ASSOCIATION OF AUSTRALIA LTD,100.0
868,Commercial Law Association of Australia,Professional group,1.0,1965.0,NSW,professional scientific and technical activities,occupational association,91914874903.0,Active,THE COMMERCIAL LAW ASSOCIATION OF AUSTRALIA LTD,100.0
869,Commercial Radio Australia,Business association,16.0,1930.0,NSW,information and communication,business organization,52059731467.0,Active,COMMERCIAL RADIO AUSTRALIA,100.0
871,Commonwealth Society of Teachers of Dancing,Leisure group,1.0,1933.0,VIC,,arts and cultural,26170509030.0,Active,Commonwealth Society of Teachers of Dancing,100.0
873,Communications Alliance,Business association,,,NSW,information and communication,business organization,56078026507.0,Active,COMMUNICATIONS ALLIANCE LTD,100.0
874,Communications and Media Law Association,Professional group,0.5,1988.0,NSW,information and communication,occupational association,66435886177.0,Active,THE COMMUNICATIONS AND MEDIA LAW ASSOCIATION INCORPORATED,100.0
876,Community and Public Sector Union - PSU Group,Trade union,200.0,,NSW,public administration and defence compulsory social security,union,30987910747.0,Active,THE COMMUNITY AND PUBLIC SECTOR UNIONPSU GROUP,100.0
878,Community Broadcasting Association of Australia,Business association,19.0,1974.0,NSW,information and communication,business organization,92003108030.0,Active,COMMUNITY BROADCASTING ASSOCIATION OF AUSTRALIA,100.0
880,Community Colleges Australia,Institutional group,2.0,2007.0,NSW,education,education,17123159526.0,Active,COMMUNITY COLLEGES AUSTRALIA LIMITED,100.0
881,Community Housing Federation of Australia,Institutional group,,1996.0,ACT,human health and social work activities,social welfare and poor,30388680258.0,Active,COMMUNITY HOUSING FEDERATION OF AUSTRALIA INC,100.0
882,Community Information Strategies Australia Inc t/a Connecting Up Australia,Service Group,13.0,1981.0,SA,,social welfare and poor,13903061955.0,Active,COMMUNITY INFORMATION STRATEGIES AUSTRALIA INC,100.0
883,Community Newspapers of Australia,Business association,0.0,1968.0,VIC,information and communication,business organization,84004767408.0,Active,COMMUNITY NEWSPAPERS OF AUSTRALIA PTY LTD,100.0
884,Community Restorative Centre,Service Group,34.0,1951.0,NSW,,social welfare and poor,75411263189.0,Active,COMMUNITY RESTORATIVE CENTRE INC,100.0
885,Company of Master Mariners of Australia Ltd,Professional group,0.5,1938.0,QLD,transportation and storage,occupational association,64008643552.0,Active,THE COMPANY OF MASTER MARINERS OF AUSTRALIA LIMITED,100.0
886,Complementary Healthcare Council of Australia,Business association,,1976.0,ACT,human health and social work activities,business organization,34874859470.0,Active,COMPLEMENTARY HEALTHCARE COUNCIL OF AUSTRALIA INCORPORATED,100.0
887,Concrete Institute of Australia,Business association,5.0,1970.0,NSW,construction,business organization,25000715453.0,Active,CONCRETE INSTITUTE OF AUSTRALIA,100.0
888,Concrete Masonry Association of Australia,Business association,2.0,1966.0,NSW,manufacturing,business organization,33065618840.0,Active,THE CONCRETE MASONRY ASSOCIATION OF AUSTRALIA LIMITED,100.0
889,Confederation of Australian Motor Sport Ltd,Leisure group,60.0,1953.0,VIC,,recreational,55069045665.0,Active,CONFEDERATION OF AUSTRALIAN MOTOR SPORT LTD,100.0
890,Confederation of Australian Sport,Business association,,1976.0,NSW,arts entertainmnent and recreation,business organization,79609824545.0,Active,CONFEDERATION OF AUSTRALIAN SPORT INC,100.0
891,Confederation of Postgraduate Medical Education Councils,Professional group,2.0,2010.0,VIC,education,occupational association,49144489038.0,Active,CONFEDERATION OF POSTGRADUATE MEDICAL EDUCATION COUNCILS (CPMEC) LIMITED,97.0
892,Conservation Volunteers Australia,Service Group,170.0,1982.0,VIC,,public interest,93006058135.0,Active,CONSERVATION VOLUNTEERS AUSTRALIA,100.0
893,Construction and Mining Equipment Industry Group Inc,Business association,2.0,2003.0,NSW,mining and quarrying,business organization,87507519016.0,Cancelled,CONSTRUCTION & MINING EQUIPMENT INDUSTRY GROUP INC,100.0
894,"Construction, Forestry, Mining and Energy Union",Trade union,2.0,1993.0,NSW,construction,union,17402743835.0,Active,CONSTRUCTION FORESTRY MARITIME MINING & ENERGY UNION,97.0
896,Consult Australia,Business association,20.0,1952.0,NSW,construction,business organization,25064052615.0,Active,CONSULT AUSTRALIA,100.0
897,Consumer Electronics Suppliers' Association,Professional group,0.0,,ACT,wholesale and retail trade repair of motor vehicles and motorcycles,occupational association,34065208531.0,Active,CONSUMER ELECTRICAL SUPPLIERS ASSOCIATION,100.0
898,Consumers Health Forum of Australia,Citizen group,9.0,1987.0,ACT,,public interest,59369286137.0,Cancelled,CONSUMERS HEALTH FORUM OF AUSTRALIA INC,100.0
899,Consumers' Federation of Australia,Citizen group,1.0,1974.0,VIC,,public interest,99484837984.0,Active,Consumers' Federation of Australia Inc,100.0
900,Contemporary Sculptors Association,Professional group,0.5,1997.0,VIC,arts entertainmnent and recreation,occupational association,72674820313.0,Active,CONTEMPORAY SCULPTORS ASSOCIATION INC,97.0
901,Continence Foundation of Australia Ltd,Citizen group,13.0,1989.0,VIC,,disabled and health advocacy,17655363801.0,Active,CONTINENCE FOUNDATION OF AUSTRALIA,100.0
902,Convenience and Mixed Business Association Inc,Business association,,1913.0,VIC,wholesale and retail trade repair of motor vehicles and motorcycles,business organization,70091878920.0,Cancelled,CONVENIENCE AND MIXED BUSINESS ASSOCIATION INC,100.0
903,Coordinating Cat Council of Australia Inc,Leisure group,0.0,,VIC,,public interest,38392626187.0,Active,AUSTRALIA COUNCIL,90.0
904,Copper Development Centre Australia Ltd,Business association,,1985.0,NSW,manufacturing,business organization,40067486300.0,Active,COPPER DEVELOPMENT CENTRE . AUSTRALIA LIMITED,100.0
906,Cornea and Contact Lens Society of Australia,Professional group,,1962.0,NSW,human health and social work activities,occupational association,63009718423.0,Active,CORNEA & CONTACT LENS SOCIETY OF AUSTRALIA,100.0
907,Corporate Superannuation Association,Business association,2.0,1997.0,VIC,financial and insurance activities,business organization,46761580025.0,Cancelled,CORPORATE SUPERANNUATION ASSOCIATION INC,100.0
908,Corporate Tax Association of Australia,Business association,3.0,1989.0,VIC,professional scientific and technical activities,business organization,24460061486.0,Active,CORPORATE TAX ASSOCIATION OF AUST INC,100.0
909,Cosmetic Physicians Society of Australia,Professional group,1.0,,WA,human health and social work activities,occupational association,12832543821.0,Cancelled,COSMETIC PHYSICIANS SOCIETY OF AUSTRALASIA INC.,97.0
910,Cotton Australia,Business association,10.0,1972.0,NSW,agriculture forestry and fishing,business organization,24054122879.0,Active,COTTON AUSTRALIA LIMITED,100.0
911,"Council for the Humanities, Arts and Social Sciences",Professional group,2.0,2003.0,ACT,professional scientific and technical activities,occupational association,75017337844.0,Active,COUNCIL FOR THE HUMANITIES ARTS AND SOCIAL SCIENCES,100.0
912,Council of Australian Postgraduate Associations Inc,Professional group,0.5,1979.0,VIC,education,occupational association,57138796902.0,Active,COUNCIL OF AUSTRALIAN POSTGRADUATES ASSOCIATION INC,98.0
913,Council of Australian Scrabble Players Association,Leisure group,0.0,1992.0,WA,,recreational,39247302024.0,Active,Council of the Australian Scrabble Players Association,100.0
914,Council of Australian University Librarians,Professional group,3.0,1965.0,ACT,education,occupational association,92228169019.0,Active,COUNCIL OF AUSTRALIAN UNIVERSITY LIBRARIANS Inc,100.0
915,Council of Estonian Societies in Australia,Leisure group,0.0,,VIC,,identity groups,77132941313.0,Active,COUNCIL INC,76.0
916,Council of Small Business Organisations of Australia,Business association,1.0,1978.0,ACT,other service activities,business organization,43008597304.0,Active,COUNCIL OF SMALL BUSINESS ORGANISATIONS OF AUSTRALIA LIMITED,100.0
917,Council of Textile and Fashion Industries of Australia Ltd,Business association,7.0,1984.0,VIC,manufacturing,business organization,98005502492.0,Cancelled,COUNCIL OF TEXTILE & FASHION INDUSTRIES OF AUSTRALIA LIMITED,100.0
919,Country Music Association of Australia,Business association,0.5,1992.0,NSW,arts entertainmnent and recreation,business organization,68749736778.0,Active,COUNTRY MUSIC ASSOCIATION OF AUSTRALIA,100.0
920,Country Women's Association of Australia,Citizen group,0.0,1945.0,TAS,,agriculture,65020254668.0,Cancelled,COUNTRY WOMEN'S ASSOCIATION OF AUSTRALIA,100.0
921,CREATE Foundation,Citizen group,40.0,1993.0,NSW,,age,69088075058.0,Active,CREATE FOUNDATION LIMITED,100.0
922,Cricket Australia,Business association,,1905.0,VIC,arts entertainmnent and recreation,business organization,53006089130.0,Active,CRICKET AUSTRALIA,100.0
923,Crime Victims Support Association,Citizen group,0.0,1995.0,VIC,,public interest,58377190836.0,Active,CRIME VICTIMS SUPPORT ASSOCIATION,100.0
924,Crisis Support Services Inc,Service Group,60.0,1960.0,VIC,,social welfare and poor,33185295654.0,Active,CRISIS SUPPORT SERVICES,100.0
925,Crohn's & Colitis Australia,Hybrid group,3.0,1998.0,VIC,,disabled and health advocacy,42082747135.0,Active,CROHN'S & COLITIS AUSTRALIA,94.0
926,CropLife Australia Ltd,Business association,9.0,1959.0,ACT,manufacturing,business organization,29008579048.0,Active,CROPLIFE AUSTRALIA LIMITED,100.0
927,CSR & Holcim Staff Association,Trade union,1.0,1942.0,NSW,construction,union,90000001276.0,Active,CSR LIMITED,100.0
928,Custom Electronic Design & Installation Association,Business association,4.0,1994.0,NSW,construction,business organization,40051654007.0,Cancelled,CUSTOM ELECTRICAL DESIGN PTY LTD,100.0
929,Customer Service Institute of Australia,Professional group,,1997.0,NSW,administrative and support service activities,occupational association,80092022583.0,Cancelled,CUSTOMER SERVICE INSTITUTE OF AUSTRALIA,100.0
930,Customs Brokers and Forwarders Council of Australia Inc,Business association,8.0,1904.0,QLD,transportation and storage,business organization,92287746091.0,Active,CUSTOMS BROKERS AND FORWARDERS COUNCIL OF AUSTRALIA INC,100.0
931,Cycling Australia,Leisure group,40.0,1888.0,NSW,,recreational,36067389259.0,Cancelled,CYCLING AUSTRALIA,100.0
932,Cystic Fibrosis Australia,Hybrid group,1.0,1987.0,NSW,,disabled and health advocacy,17944272090.0,Cancelled,CYSTIC FIBROSIS AUSTRALIA INC,100.0
933,Dairy Australia,Business association,84.0,2003.0,VIC,manufacturing,business organization,60105227987.0,Active,DAIRY AUSTRALIA,100.0
934,Dairy Goat Society of Australia Ltd,Business association,0.0,1934.0,VIC,agriculture forestry and fishing,business organization,98285210802.0,Active,DAIRY GOAT SOCIETY OF AUSTRALIA,100.0
935,Dairy Industry Association of Australia Inc,Business association,1.5,1986.0,VIC,manufacturing,business organization,98549642932.0,Active,DAIRY INDUSTRY ASSOCIATION OF AUSTRALIA LTD.,100.0
936,Dalgarno Institute,Citizen group,1.0,1842.0,VIC,,disabled and health advocacy,62569195128.0,Active,DALGARNO INSTITUTE,100.0
937,Damara Sheep Breeders Society of Australia,Business association,0.0,,SA,agriculture forestry and fishing,business organization,97828460668.0,Active,DAMARA SHEEP BREEDERS' SOCIETY OF AUSTRALIA,100.0
938,Dance-Movement Therapy Association of Australia,Professional group,0.0,,VIC,arts entertainmnent and recreation,occupational association,58915682767.0,Active,Australian Dance Movement Therapy Association Incorporated,96.0
939,Darts Australia,Leisure group,0.0,,NT,,recreational,24274023197.0,Active,DARTS AUSTRALIA INCORPORATED,100.0
940,Day of Difference Foundation,Service Group,1.0,2004.0,NSW,,disabled and health advocacy,75111395389.0,Active,DAY OF DIFFERENCE FOUNDATION LIMITED,100.0
941,Deaf Australia Inc,Citizen group,4.0,1986.0,QLD,,disabled and health advocacy,56004058084.0,Active,DEAF AUSTRALIA,100.0
942,Deaf Basketball Australia,Leisure group,0.0,1964.0,VIC,,disabled and health advocacy,42186036585.0,Active,DEAF BASKETBALL AUSTRALIA,100.0
943,Deaf Sports Australia,Hybrid group,2.0,1955.0,VIC,,disabled and health advocacy,18006071147.0,Active,DEAF SPORTS AUSTRALIA,100.0
944,"Deb Bailey Foundation, The",Service Group,,2003.0,NSW,,disabled and health advocacy,54273437470.0,Cancelled,THE DEB BAILEY FOUNDATION INCORPORATED,100.0
945,Decoupage Guild Australia Inc,Professional group,0.0,1984.0,VIC,arts entertainmnent and recreation,occupational association,89948574177.0,Active,DECOUPAGE GUILD OF AUSTRALIA INC,100.0
946,Deer Industry Association of Australia,Business association,1.0,1996.0,VIC,agriculture forestry and fishing,business organization,69071255386.0,Active,DEER INDUSTRY ASSOCIATION OF AUSTRALIA LIMITED,100.0
947,Defence Force Welfare Association,Professional group,0.5,1959.0,ACT,public administration and defence compulsory social security,occupational association,93470854404.0,Active,DEFENCE FORCE WELFARE ASSOCIATION,100.0
950,Dental Assistants Association of Australia,Professional group,0.0,1959.0,NSW,human health and social work activities,occupational association,60955661650.0,Active,DENTAL ASSISTANTS' ASSOCIATION OF AUSTRALIA INC,100.0
951,Dental Hygienists Assistants Association of Australia Inc,Professional group,1.0,1991.0,SA,human health and social work activities,occupational association,60955661650.0,Active,DENTAL ASSISTANTS' ASSOCIATION OF AUSTRALIA INC,97.0
952,Design Institute of Australia,Professional group,1.0,1958.0,VIC,professional scientific and technical activities,occupational association,12004412613.0,Active,DESIGN INSTITUTE OF AUSTRALIA,100.0
953,Devon Cattle Breeders Society of Australia,Business association,0.5,,NSW,agriculture forestry and fishing,business organization,52002579017.0,Active,DEVON CATTLE BREEDERS SOCIETY OF AUSTRALIA LTD,100.0
954,Diabetes Australia,Citizen group,20.0,1968.0,ACT,,disabled and health advocacy,47008528461.0,Active,DIABETES AUSTRALIA,100.0
955,Dietitians Association of Australia,Professional group,13.0,1976.0,ACT,human health and social work activities,occupational association,34008521480.0,Active,DIETITIANS ASSOCIATION OF AUSTRALIA,100.0
956,Direct Selling Association of Australia Inc,Business association,5.0,1967.0,NSW,wholesale and retail trade repair of motor vehicles and motorcycles,business organization,68413038101.0,Active,DIRECT SELLING ASSOCIATION OF AUSTRALIA,100.0
957,Disability Employment Australia,Institutional group,7.0,1996.0,VIC,human health and social work activities,disabled and health advocacy,53739092307.0,Cancelled,DISABILITY EMPLOYMENT AUST,100.0
958,Disability Services Australia,Service Group,,1956.0,NSW,,disabled and health advocacy,35002507655.0,Active,DISABILITY SERVICES AUSTRALIA LIMITED,100.0
959,Disabled Motorists,Service Group,0.5,1954.0,VIC,,disabled and health advocacy,16765979059.0,Active,DISABLED MOTORISTS (VICTORIA),97.0
960,Disabled Wintersport Australia,Leisure group,3.0,1978.0,VIC,,disabled and health advocacy,64571062301.0,Active,DISABLED WINTERSPORTS AUSTRALIA INCORPORATED,97.0
961,Discharge Planning Association,Professional group,0.0,1968.0,NSW,human health and social work activities,occupational association,44215311468.0,Active,Discharge Planning Association,100.0
962,Distilled Spirits Industry Council of Australia Inc,Business association,4.0,1982.0,VIC,manufacturing,business organization,38754934673.0,Active,DISTILLED SPIRITS INDUSTRY COUNCIL OF AUSTRALIA INC,100.0
963,Diversional Therapy Australia,Professional group,1.0,2010.0,NSW,human health and social work activities,occupational association,84066487821.0,Active,DIVERSIONAL THERAPY AUSTRALIA,100.0
965,Diving Australia Inc,Leisure group,4.0,1977.0,QLD,,recreational,59718157225.0,Cancelled,DIVING AUSTRALIA INCORPORATED,100.0
966,Doctors Reform Society of Australia,Citizen group,0.0,1974.0,NSW,,disabled and health advocacy,33967923389.0,Active,Doctors Reform Society Australia,100.0
967,Dorper Sheep Society of Australia Inc,Business association,2.0,,NSW,agriculture forestry and fishing,business organization,44845713625.0,Active,DORPER SHEEP SOCIETY OF AUSTRALIA INCORPORATED,100.0
968,Drama Australia - The National Association for Drama Education Inc,Professional group,0.5,1976.0,QLD,arts entertainmnent and recreation,occupational association,39677369326.0,Active,DRAMA AUSTRALIATHE NATIONAL ASSOCIATION FOR DRAMAEDUCATION,95.0
969,Dried Fruits Australia,Business association,,1907.0,VIC,agriculture forestry and fishing,business organization,88658293079.0,Active,DRIED FRUITS AUSTRALIA INC,100.0
970,Drycleaning Institute of Australia Ltd,Business association,,1948.0,NSW,administrative and support service activities,business organization,70122611367.0,Active,Cleaning Institute of Australia Pty Ltd,100.0
972,Dystrophic Epidermolysis Bullosa Research Association of Australia,Hybrid group,2.0,1980.0,NSW,,disabled and health advocacy,12696036378.0,Active,DYSTROPHIC EPIDERMOLYSIS BULLOSA RESEARCH ASSOCIATION AUSTRALIA NSW INC,97.0
973,Early Childhood Australia,Citizen group,34.0,1938.0,ACT,,age,38196702270.0,Active,EARLY CHILDHOOD AUSTRALIA,100.0
974,Early Childhood Intervention Australia,Citizen group,0.0,1972.0,NSW,,age,94083927317.0,Active,EARLY CHILDHOOD INTERVENTION AUSTRALIA (INC.),100.0
975,Early Childhood Teachers' Association Inc,Professional group,0.5,1973.0,QLD,education,occupational association,31930635743.0,Active,EARLY CHILDHOOD TEACHERS ASSOC INC,100.0
976,East Turkistan Australian Association,Leisure group,1.0,1992.0,SA,,identity groups,57487681085.0,Active,EASTERN TURKISTAN AUSTRALIAN ASSOC INC,100.0
977,Ecological Society of Australia Inc,Professional group,1.5,1960.0,NT,professional scientific and technical activities,occupational association,20571098795.0,Active,ECOLOGICAL SOCIETY OF AUSTRALIA INC,100.0
978,Economic Society of Australia,Leisure group,0.5,,NSW,,recreational,88499826758.0,Active,ECONOMIC SOCIETY OF AUSTRALIA INCORPORATED,100.0
979,Ecotourism Australia,Hybrid group,3.0,1991.0,QLD,,public interest,92909103274.0,Active,ECOTOURISM AUSTRALIA,100.0
980,Education Plus,Professional group,6.0,1990.0,NSW,education,occupational association,37391628722.0,Active,EDUCATION PLUS,100.0
982,Electrical Trades Union,Trade union,,1912.0,NSW,construction,union,59164988649.0,Active,ELECTRIC UNION PTY LTD,97.0
983,EMILY'S List Australia,Citizen group,2.5,1996.0,VIC,,gender,90077932775.0,Active,EMILY'S LIST (AUSTRALIA) INC,100.0
984,Employee Assistance Professionals Association of Australia Inc,Professional group,0.5,,NSW,administrative and support service activities,occupational association,39566141406.0,Active,EMPLOYEE ASSISTANCE PROFESSIONALS ASSOC OF AUSTRALIA,100.0
985,Employee Ownership Australia Limited,Business association,0.0,2011.0,NSW,administrative and support service activities,business organization,40152310266.0,Active,EMPLOYEE OWNERSHIP AUSTRALIA,100.0
986,Endeavour Forum Inc,Citizen group,0.0,1979.0,VIC,,public interest,45619013556.0,Active,ENDEAVOUR FORUM INCORPORATED,100.0
987,Endeavour Foundation,Hybrid group,880.0,1951.0,QLD,,disabled and health advocacy,80009670704.0,Active,ENDEAVOUR FOUNDATION,100.0
988,Endocrine Society of Australia,Professional group,2.0,1958.0,NSW,human health and social work activities,occupational association,80006631125.0,Active,THE ENDOCRINE SOCIETY OF AUSTRALIA,100.0
989,Energy Networks Association,Business association,12.0,2004.0,ACT,electricity gas steam and air conditioning supply,business organization,75106735406.0,Active,Energy Networks Association Limited,100.0
990,Energy Retailers Association of Australia,Business association,4.0,,NSW,electricity gas steam and air conditioning supply,business organization,24103742605.0,Active,ENERGY RETAILERS ASSOCIATION OF AUSTRALIA LIMITED,100.0
991,Energy Supply Association of Australia Ltd,Business association,4.0,1991.0,VIC,electricity gas steam and air conditioning supply,business organization,98052416083.0,Cancelled,ENERGY SUPPLY ASSOCIATION OF AUSTRALIA LIMITED,100.0
992,Engineers Australia,Professional group,130.0,1919.0,ACT,professional scientific and technical activities,occupational association,59098172484.0,Cancelled,CRP ENGINEERING AUST. PTY. LIMITED,100.0
993,English Australia,Business association,3.0,1990.0,NSW,education,business organization,86003959037.0,Active,ENGLISH AUSTRALIA,100.0
994,Epilepsy Action Australia,Hybrid group,90.0,1952.0,NSW,,disabled and health advocacy,61000533791.0,Active,EPILEPSY ACTION AUSTRALIA,100.0
995,Epilepsy Society of Australia,Professional group,0.5,1980.0,NSW,human health and social work activities,occupational association,65787021924.0,Cancelled,EPILEPSY SOCIETY OF AUSTRALIA INC.,100.0
996,Equestrian Australia,Leisure group,9.0,1950.0,NSW,,recreational,19077455755.0,Active,EQUESTRIAN AUSTRALIA,100.0
997,Equine Veterinarians Australia,Professional group,1.0,1971.0,NSW,professional scientific and technical activities,occupational association,41008003969.0,Cancelled,EQUINE AUSTRALIA PTY LTD,97.0
998,"Eros Association, The",Business association,4.0,1992.0,ACT,arts entertainmnent and recreation,business organization,35903598652.0,Active,THE EROS ASSOCIATION INCORPORATED,100.0
999,Essential Oil Producers Association of Australia,Business association,0.5,1994.0,NSW,agriculture forestry and fishing,business organization,59955079250.0,Active,ESSENTIAL OIL PRODUCERS ASSOCIATION OF AUSTRALIA,100.0
1000,ESTIA Foundation of Australia,Service Group,,1994.0,NSW,,identity groups,28070330997.0,Active,ESTIA FOUNDATION OF AUSTRALIA,100.0
1001,Executive Council of Australian Jewry,Citizen group,1.0,1944.0,NSW,,identity groups,17162489951.0,Active,EXECUTIVE COUNCIL OF AUSTRALIAN JEWRY,100.0
1002,Exercise & Sports Science Australia,Professional group,6.0,1991.0,QLD,arts entertainmnent and recreation,occupational association,70060494546.0,Active,EXERCISE PTY LTD,100.0
1003,Export Council of Australia,Business association,7.0,1956.0,NSW,wholesale and retail trade repair of motor vehicles and motorcycles,business organization,98004378287.0,Active,EXPORT COUNCIL OF AUSTRALIA,100.0
1004,Facility Management Association of Australia Ltd,Professional group,9.0,1988.0,VIC,administrative and support service activities,occupational association,57003551844.0,Active,FACILITY MANAGEMENT ASSOCIATION OF AUSTRALIA LIMITED,100.0
1005,Families and Friends for Drug Law Reform,Citizen group,0.0,1995.0,ACT,,disabled and health advocacy,68366035377.0,Active,Families and Friends for Drug Law Reform (ACT) Inc.,97.0
1006,Families and Friends of the First AIF,Leisure group,0.0,1998.0,NSW,,recreational,67473829552.0,Active,FAMILIES AND FRIENDS OF THE FIRST AIF INCORPORATED,100.0
1007,Families Australia,Citizen group,2.0,2001.0,ACT,,social welfare and poor,21830960225.0,Active,FAMILIES AUSTRALIA INCORPORATED,100.0
1008,Family Business Australia,Business association,16.0,1999.0,VIC,other service activities,business organization,61083076000.0,Active,FAMILY BUSINESS AUSTRALIA LIMITED,100.0
1009,Family Day Care Australia,Business association,20.0,1988.0,NSW,human health and social work activities,business organization,31625882925.0,Active,FAMILY DAY CARE AUSTRALIA,100.0
1011,Family Relationship Services Australia,Citizen group,4.0,2007.0,ACT,,social welfare and poor,38124321080.0,Active,Family & Relationship Services Australia,100.0
1013,Fatherhood Foundation,Hybrid group,0.0,2002.0,NSW,,age,63563020918.0,Active,FATHERHOOD FOUNDATION,100.0
1014,Federal Association of Teachers of Dancing Ltd,Professional group,0.0,1931.0,NSW,arts entertainmnent and recreation,occupational association,83002089090.0,Active,THE FEDERAL ASSOCIATION OF TEACHERS OF DANCING (AUSTRALIA) LTD,97.0
1015,Federal Chamber of Automotive Industries,Business association,7.0,1939.0,ACT,manufacturing,business organization,53008550347.0,Active,FEDERAL CHAMBER OF AUTOMOTIVE INDUSTRIES,100.0
1018,Federation of Australian Astrologers Inc,Professional group,0.0,,QLD,other service activities,occupational association,85183844120.0,Active,FEDERATION OF AUSTRALIAN ASTROLOGERS S A INC,97.0
1019,Federation of Australian Buddhist Councils,Citizen group,0.0,,VIC,,identity groups,65862613089.0,Active,Federation of Australian Buddhist Councils INC,100.0
1020,Federation of Australian Historical Societies Inc,Citizen group,0.5,1977.0,ACT,,recreational,89217386291.0,Active,THE FEDERATION OF AUSTRALIAN HISTORICAL SOCIETIES,100.0
1021,Federation of Automotive Products Manufacturers,Business association,3.0,1958.0,VIC,manufacturing,business organization,63009478209.0,Active,FEDERATION OF AUTOMOTIVE PRODUCTS MANUFACTURERS,100.0
1022,Federation of Chinese Associations,Citizen group,2.0,,VIC,,identity groups,86130679935.0,Active,CHINESE ASSOCIATION LIMITED,97.0
